,AGEP,count_target,count_deidentified
0,3,1716,1739
1,12,1630,1624
2,15,1550,1548
3,17,1531,1522
4,7,1511,1520
5,6,1488,1477
6,13,1419,1424
7,8,1402,1392
8,19,1381,1372
9,1,1381,1393
10,0,1353,1372
11,9,1344,1337
12,18,1295,1272
13,11,1263,1252
14,4,1240,1250
15,2,1225,1251
16,10,1192,1195
17,14,1132,1114
18,16,1118,1117
19,5,1082,1082
