,INDP,count_target,count_deidentified
6,4670,75,81
34,4680,5,4
0,4690,36,35
2,4770,42,29
16,4780,5,1
17,4795,49,54
10,4870,59,55
8,4880,26,33
20,4890,28,24
7,4971,189,201
30,4972,31,31
26,4980,22,30
29,4990,9,10
5,5070,66,62
25,5080,38,33
31,5090,50,52
4,5170,124,144
27,5180,15,8
24,5190,16,4
18,5275,57,75
19,5280,5,8
23,5295,5,6
14,5370,17,16
12,5381,44,59
3,5391,154,170
28,5470,14,11
21,5480,14,7
13,5490,21,30
1,5570,15,14
15,5580,32,30
22,5593,52,54
32,5670,4,3
33,5680,8,2
9,5690,13,18
11,5790,41,46
