,AGEP,count_target,count_deidentified
0,3,1716,1611
1,12,1630,1635
2,15,1550,1579
3,17,1531,1596
4,7,1511,1524
5,6,1488,1603
6,13,1419,1386
7,8,1402,1534
8,19,1381,1237
9,1,1381,1509
10,0,1353,1213
11,9,1344,1341
12,18,1295,1258
13,11,1263,1229
14,4,1240,1214
15,2,1225,1251
16,10,1192,1167
17,14,1132,1220
18,16,1118,1105
19,5,1082,1041
