,AGEP,count_target,count_deidentified
0,18,157,164
1,17,157,145
2,19,156,152
3,5,156,162
4,14,151,169
5,7,142,139
6,4,138,144
7,6,138,168
8,8,137,128
9,12,134,131
10,0,134,143
11,10,132,149
12,11,131,116
13,15,130,116
14,9,120,125
15,2,112,127
16,16,103,119
17,3,100,90
18,13,95,100
19,1,89,85
