,AGEP_x,DEAR_x,DENSITY_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_x,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,DEAR_y,DENSITY_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,NOC_y,NPF_y,PINCP_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,19,2,13,2,2,1,N,5,4,3,10,6,N,N,0,N,0,N,36-04010,1,1,25,2,13,2,2,2,N,3,N,N,5500.0,2,42,61.53846153846154
1,69,2,7,2,2,2,N,5,0,1,12,1,0,4,1,49900.0,4,202,13-04600,2,2,62,2,7,2,2,2,N,1,0,3,0.0,0,2,61.53846153846154
2,65,2,10,2,2,2,N,9,0,1,6,1,0,2,1,221410.0,7,402,17-03531,2,2,55,2,10,2,2,2,N,1,0,3,4600.0,1,501,61.53846153846154
3,64,2,7,2,2,2,N,9,0,1,10,1,0,3,1,297000.0,9,501,24-01004,8,1,37,2,8,2,2,2,N,1,1,3,275000.0,9,501,69.23076923076923
4,70,2,7,2,1,2,N,7,0,1,7,4,0,N,1,N,8,501,30-00600,1,1,44,2,0,2,2,2,N,1,1,3,80000.0,8,439,46.15384615384615
5,59,2,7,2,2,2,N,10,0,1,13,1,0,2,1,69350.0,5,278,24-01004,6,2,47,2,8,2,2,2,N,1,2,4,8500.0,2,501,46.15384615384615
6,30,2,7,2,2,2,N,9,0,3,14,6,N,N,0,122400.0,1,N,08-00803,1,2,21,2,7,2,2,2,N,3,N,N,10000.0,2,75,69.23076923076923
7,62,2,7,2,2,2,N,7,0,1,15,6,0,2,1,35500.0,5,437,01-01301,2,2,24,2,7,2,2,2,N,1,2,3,7400.0,2,36,53.84615384615385
8,89,2,7,2,2,2,N,3,0,1,N,1,0,2,1,0.0,0,332,40-00200,1,2,49,2,0,2,2,2,N,1,0,7,0.0,0,160,69.23076923076923
9,70,2,7,2,2,2,N,10,0,1,14,6,0,N,2,29600.0,1,501,26-02702,1,2,52,2,8,2,2,2,N,1,0,N,10000.0,2,75,61.53846153846154
10,45,2,7,2,2,2,N,12,0,1,15,1,0,2,2,25000.0,8,27,26-02702,1,2,38,2,8,2,2,2,N,1,0,2,150000.0,9,501,61.53846153846154
11,52,2,10,2,2,2,N,9,0,1,N,3,1,3,1,249000.0,7,91,51-51255,2,2,94,2,10,2,2,2,N,1,0,N,10800.0,2,89,53.84615384615385
12,36,2,11,2,2,1,N,10,0,1,11,6,0,2,2,30700.0,5,501,17-03529,2,1,35,2,11,2,2,2,N,1,0,N,72000.0,8,501,61.53846153846154
13,41,2,7,2,2,2,N,9,0,3,N,2,N,N,0,9890.0,4,N,06-08507,6,2,85,1,7,2,1,1,N,2,N,N,0.0,0,N,46.15384615384615
14,34,2,10,2,2,2,N,7,1,1,11,6,0,2,2,255700.0,1,108,32-00405,1,1,30,2,9,2,2,2,N,1,1,3,24500.0,4,185,46.15384615384615
15,33,2,13,2,2,2,N,7,0,1,16,6,0,N,2,0.0,7,196,36-04010,2,2,18,2,13,2,2,2,N,1,0,4,5800.0,2,477,61.53846153846154
16,72,2,7,2,2,2,N,6,0,1,6,1,0,2,1,2850.0,7,82,40-00200,3,1,36,2,0,2,2,2,N,1,1,3,6000.0,2,226,46.15384615384615
17,59,2,11,2,2,2,N,4,0,1,N,5,0,N,2,N,2,102,17-03529,2,2,63,1,11,2,2,2,N,1,0,N,9300.0,2,70,69.23076923076923
18,32,2,7,2,2,2,N,10,0,1,11,6,0,N,2,0.0,7,229,38-00100,1,1,67,2,0,2,2,2,N,1,0,N,75400.0,8,501,61.53846153846154
19,53,2,7,2,2,2,N,7,0,1,N,5,0,N,1,48150.0,1,501,26-02702,1,2,60,2,8,2,2,2,N,1,0,3,68400.0,8,501,61.53846153846154
20,52,2,7,2,2,2,N,9,0,1,9,4,0,2,1,62400.0,9,145,29-01901,2,1,65,2,8,2,2,2,N,1,0,N,16800.0,3,139,53.84615384615385
21,65,1,11,2,2,2,N,10,0,1,5,1,0,3,1,39100.0,5,199,17-03529,1,2,50,2,11,2,2,2,N,1,0,2,200.0,1,1,53.84615384615385
22,72,2,7,2,2,2,N,9,0,1,10,4,0,N,1,101000.0,6,501,38-00100,1,2,49,2,0,2,2,2,N,1,0,N,100000.0,9,501,69.23076923076923
23,53,2,7,2,2,2,N,3,0,1,14,1,1,2,1,N,0,501,40-00200,1,2,47,2,0,1,1,2,N,1,0,3,24000.0,5,440,30.76923076923077
24,65,2,7,2,2,2,N,12,0,1,11,1,0,6,1,55000.0,8,501,01-01301,2,2,48,2,7,2,2,2,4,1,0,2,58700.0,8,501,69.23076923076923
25,20,2,7,2,2,2,N,7,0,1,10,6,0,2,1,N,2,289,38-00100,1,2,28,2,0,2,2,2,N,1,0,N,40000.0,5,303,53.84615384615385
26,42,2,10,2,2,2,N,11,0,1,10,6,2,4,1,12000.0,9,74,51-01301,1,2,37,2,10,2,2,2,N,1,0,N,516000.0,9,501,61.53846153846154
27,77,2,7,2,2,2,N,5,0,1,6,4,0,N,1,1500.0,5,501,38-00100,1,2,44,2,0,2,1,2,N,1,1,2,0.0,0,0,38.46153846153847
28,48,2,11,2,2,2,N,3,0,1,N,4,0,N,2,N,2,99,17-03529,2,1,71,2,11,1,1,2,N,1,0,N,14400.0,3,118,53.84615384615385
29,48,1,7,2,1,1,N,7,0,1,12,4,0,3,2,N,6,141,29-01901,2,2,59,2,8,2,2,2,N,1,0,N,8200.0,2,62,30.76923076923077
30,61,2,7,2,2,2,N,9,0,1,N,3,0,N,1,N,2,501,26-02702,1,1,86,2,8,2,2,2,N,1,0,N,58600.0,7,484,61.53846153846154
31,64,2,11,2,2,2,N,7,0,1,7,4,0,N,2,21800.0,6,240,17-03529,2,1,53,2,11,2,2,2,N,1,0,3,31000.0,5,403,61.53846153846154
32,67,2,11,2,2,2,N,10,0,1,N,2,0,5,1,23500.0,6,501,17-03529,2,1,56,2,11,2,1,1,N,1,0,3,30000.0,5,379,46.15384615384615
33,67,2,7,2,2,2,N,9,0,1,11,1,0,2,1,85600.0,1,392,01-01301,2,1,55,2,7,2,2,2,N,1,0,2,32000.0,6,501,69.23076923076923
34,14,2,7,2,2,1,N,4,0,1,N,N,0,6,1,301000.0,N,305,28-01100,2,1,14,2,7,2,2,2,N,1,2,4,N,N,42,61.53846153846154
35,4,2,7,2,N,N,N,2,1,1,N,N,3,10,1,43000.0,N,105,19-01700,8,1,5,2,7,2,2,2,N,1,4,6,N,N,105,53.84615384615385
36,80,2,7,2,2,2,N,9,0,1,11,4,0,N,1,0.0,6,501,40-00200,1,2,61,2,0,2,2,2,N,1,0,2,50000.0,7,293,53.84615384615385
37,4,2,10,2,N,N,N,1,0,1,N,N,2,4,1,2100.0,N,298,51-01301,9,1,3,2,10,2,N,N,N,1,0,12,N,N,501,61.53846153846154
38,16,2,10,2,2,2,N,4,0,1,N,6,2,5,1,N,0,354,32-00405,6,2,16,2,9,2,2,2,N,1,1,7,0.0,0,465,61.53846153846154
39,70,2,11,2,2,2,N,9,0,3,11,6,N,N,0,2000.0,1,N,17-03529,1,1,25,2,11,2,2,2,N,3,N,N,40000.0,6,N,76.92307692307693
40,33,2,13,2,2,2,N,7,0,3,12,2,N,N,0,32000.0,1,N,36-03710,2,2,38,2,13,2,2,1,N,3,N,N,3500.0,1,26,69.23076923076923
41,59,2,10,2,2,2,N,7,0,1,4,4,0,N,1,148080.0,4,174,32-00405,1,2,47,2,9,2,2,2,N,1,1,2,3000.0,1,17,46.15384615384615
42,42,2,13,2,2,2,3,8,0,1,10,1,3,5,2,11400.0,0,22,36-04010,2,1,38,2,13,2,2,2,N,1,2,5,78000.0,8,408,53.84615384615385
43,21,2,10,2,2,2,N,5,0,1,4,6,0,5,2,451500.0,7,501,17-03531,2,1,44,2,10,2,2,2,N,1,0,N,30000.0,5,226,61.53846153846154
