,AGEP_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,33,0,3,2,5,1,3,336,17-03531,8,2,82,0,N,3,119,20.0
1,76,4,4,2,3,2,8,221,51-51255,1,2,64,2,4,4,174,20.0
2,62,4,6,1,10,2,N,472,19-01700,8,2,34,1,3,5,223,20.0
3,61,1,6,1,9,2,7,473,06-07502,9,2,15,1,2,0,313,20.0
4,59,1,1,7,2,1,3,342,29-01901,2,2,94,0,2,0,276,20.0
5,82,4,5,4,2,1,4,388,51-51255,8,1,39,1,6,6,480,0.0
6,16,1,2,9,6,1,5,339,06-08507,1,1,35,0,N,6,380,0.0
7,94,1,N,N,2,1,7,151,36-03710,3,2,3,2,4,N,232,0.0
8,85,1,6,9,N,0,2,85,38-00100,1,1,18,N,N,0,N,20.0
9,78,2,6,7,4,0,N,495,36-03710,1,2,48,N,N,1,6,0.0
10,79,1,N,1,N,1,1,388,51-01301,2,2,5,0,6,N,501,0.0
11,31,4,4,N,2,1,8,219,36-03710,1,1,64,0,3,8,501,20.0
12,77,4,4,9,3,2,4,155,06-08507,1,1,48,0,N,9,501,0.0
13,26,1,N,2,10,2,0,39,38-00100,9,1,9,3,5,N,150,0.0
14,48,4,2,0,11,1,6,497,32-00405,8,1,54,2,5,3,230,0.0
15,61,2,4,3,5,2,6,15,36-03710,2,1,76,0,N,7,475,0.0
16,10,1,1,9,N,2,5,23,28-01100,9,2,33,0,2,9,501,0.0
17,31,0,6,9,N,2,0,47,36-04010,9,2,24,1,3,5,489,0.0
18,70,4,3,1,8,1,3,73,51-01301,1,2,74,0,N,5,329,0.0
19,80,0,1,3,9,2,4,89,26-02702,9,1,67,0,3,0,253,0.0
20,16,0,4,5,N,2,9,255,32-00405,9,1,70,0,3,5,159,0.0
21,20,4,1,7,3,1,N,267,38-00100,8,2,60,0,2,6,501,0.0
22,57,0,5,0,4,0,8,43,01-01301,1,2,42,N,N,0,N,0.0
23,36,0,1,7,12,1,9,286,08-00803,7,1,66,0,2,6,466,0.0
24,34,1,6,4,2,2,9,155,17-03529,8,1,27,0,N,3,153,0.0
25,27,3,N,3,7,2,N,464,26-02702,2,2,4,3,4,N,11,40.0
26,58,0,6,7,9,0,2,324,38-00100,3,1,31,N,N,0,N,0.0
27,2,0,1,1,5,2,7,101,17-03529,8,1,33,0,2,0,188,0.0
28,58,2,4,N,12,1,6,215,36-03710,8,2,60,0,N,7,484,0.0
29,71,2,1,6,2,2,3,73,29-01901,1,1,32,0,2,7,501,20.0
30,36,0,N,2,4,1,0,301,38-00100,2,2,5,2,3,N,300,20.0
31,58,4,6,3,8,2,5,401,06-08507,1,2,37,0,N,7,492,0.0
32,34,0,4,4,2,2,8,67,26-02702,2,2,48,0,2,6,246,20.0
33,26,0,6,6,3,0,N,42,36-04010,6,2,25,N,N,1,N,0.0
34,81,1,2,7,11,2,0,200,38-00100,8,1,26,0,4,6,501,0.0
35,65,1,5,4,4,1,N,191,01-01301,9,2,35,2,4,6,121,20.0
36,49,1,4,3,5,1,N,394,40-00200,8,1,41,0,2,5,247,0.0
37,68,0,2,3,6,2,4,363,26-02702,2,2,36,0,4,1,501,0.0
38,67,2,3,9,3,1,3,301,36-03710,9,2,62,0,2,6,501,0.0
39,68,0,2,6,5,0,7,402,38-00100,1,2,84,N,N,1,N,0.0
40,16,1,1,3,4,1,N,441,51-01301,1,1,47,2,4,9,501,20.0
41,34,4,6,2,3,2,N,240,51-51255,2,1,36,0,N,6,423,0.0
42,31,2,5,4,3,1,3,257,36-03710,1,2,54,0,N,7,467,0.0
43,28,0,4,3,2,2,8,184,13-04600,1,2,57,0,N,2,45,0.0
44,13,0,1,6,3,2,N,497,29-01901,6,2,35,2,4,9,501,0.0
45,47,0,5,0,6,2,N,257,17-03529,1,1,50,2,3,7,266,0.0
46,53,1,N,6,10,1,0,399,13-04600,1,2,7,1,3,N,321,0.0
47,39,4,4,5,8,1,8,324,24-01004,3,2,51,0,N,9,501,0.0
48,59,0,2,2,6,0,0,451,17-03529,2,2,76,N,N,5,N,0.0
49,70,0,4,7,3,2,2,259,17-03531,1,1,58,0,2,5,206,0.0
50,6,1,1,4,5,2,5,220,06-07502,8,2,29,0,4,4,134,0.0
51,92,0,1,1,8,1,8,11,26-02702,9,2,48,1,3,9,501,20.0
52,73,0,2,9,6,0,N,88,28-01100,2,1,76,N,N,2,74,0.0
53,4,1,4,N,12,1,N,419,08-00803,1,1,29,0,3,3,190,0.0
54,35,1,N,0,11,2,9,296,30-00600,1,1,14,2,3,N,136,0.0
55,13,2,4,6,11,2,3,319,17-03531,2,2,40,1,2,7,304,0.0
56,83,1,4,9,6,1,4,324,30-00600,1,1,34,0,N,6,268,0.0
57,43,2,6,3,5,0,1,270,38-00100,1,1,21,N,N,3,N,0.0
58,57,0,2,0,8,1,N,172,13-04600,6,2,48,2,9,4,199,0.0
59,60,0,4,4,7,1,1,440,17-03529,9,2,48,0,N,8,501,0.0
60,49,1,6,4,10,2,3,390,51-51255,8,2,26,1,3,6,341,0.0
