PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
25-01300,17,1,6.0,0,6,1.0,4.0,1,1,1457.2,N,N,4.0,0.0,0.0,501.0,N,2.0,2.0,2,2,82,84
25-00503,11,2,N,0,1,3.0,5.0,1,1,2872.7,N,N,3.0,N,N,501.0,N,2.0,2.0,2,2,108,103
25-01300,9,2,N,0,6,1.0,3.0,1,1,1457.2,N,N,3.0,N,N,501.0,N,2.0,2.0,2,2,67,60
25-02800,21,2,6.0,0,1,N,N,3,0,3683.9,N,N,7.0,0.0,0.0,N,N,2.0,2.0,2,2,21,0
25-00703,67,2,3.0,0,1,0.0,N,1,2,2195.3,8191.0,12.0,9.0,74800.0,7.0,501.0,N,2.0,2.0,2,2,90,90
25-00503,50,1,6.0,0,1,N,N,3,0,2872.7,N,N,9.0,17000.0,3.0,150.0,N,1.0,2.0,2,2,18,0
25-00703,41,2,1.0,0,1,2.0,4.0,1,1,2195.3,6790.0,8.0,9.0,40000.0,5.0,501.0,N,2.0,2.0,2,2,57,56
25-01000,57,1,1.0,0,1,0.0,2.0,1,1,2447.1,7390.0,10.0,8.0,90090.0,8.0,501.0,N,2.0,2.0,2,2,115,105
25-00503,83,1,1.0,0,1,0.0,2.0,1,2,2872.7,N,N,5.0,18400.0,3.0,369.0,N,2.0,2.0,2,2,49,49
25-00503,59,1,4.0,0,1,0.0,2.0,1,1,2872.7,9090.0,15.0,12.0,455000.0,9.0,501.0,N,2.0,2.0,2,2,71,69
25-02800,4,1,N,0,1,3.0,6.0,1,1,3683.9,N,N,1.0,N,N,501.0,N,N,N,2,2,81,71
25-01300,7,2,N,0,1,1.0,4.0,1,1,1457.2,N,N,3.0,N,N,501.0,N,2.0,2.0,2,2,85,73
25-01300,41,2,1.0,0,1,2.0,4.0,1,1,1457.2,9370.0,16.0,10.0,160000.0,9.0,501.0,N,2.0,2.0,2,2,68,69
25-01000,57,2,3.0,0,1,0.0,N,1,2,2447.1,7270.0,10.0,10.0,110200.0,8.0,501.0,N,2.0,2.0,2,2,103,83
25-02800,49,2,1.0,0,1,4.0,6.0,1,1,3683.9,6270.0,7.0,5.0,20000.0,3.0,501.0,N,2.0,2.0,2,2,329,309
25-00703,58,1,1.0,0,1,0.0,2.0,1,1,2195.3,9470.0,16.0,9.0,197500.0,9.0,501.0,N,2.0,2.0,2,2,42,53
25-00703,49,2,1.0,0,1,2.0,4.0,1,1,2195.3,7870.0,11.0,10.0,84000.0,7.0,501.0,N,2.0,2.0,2,2,35,36
25-01000,94,2,3.0,0,1,0.0,5.0,1,1,2447.1,N,N,5.0,13400.0,2.0,501.0,N,1.0,1.0,2,2,47,47
25-02800,60,1,1.0,0,1,0.0,2.0,1,1,3683.9,6970.0,9.0,9.0,159000.0,9.0,501.0,N,2.0,2.0,2,2,92,91
25-00503,48,2,6.0,0,1,1.0,2.0,1,1,2872.7,8270.0,12.0,11.0,93000.0,8.0,501.0,N,2.0,2.0,2,2,53,53
25-02800,48,2,1.0,0,1,0.0,2.0,1,1,3683.9,8590.0,14.0,7.0,35000.0,5.0,501.0,N,2.0,2.0,2,2,153,153
25-00703,26,2,1.0,0,1,0.0,2.0,1,1,2195.3,8090.0,12.0,10.0,80000.0,7.0,501.0,N,2.0,2.0,2,2,57,54
25-00703,48,2,1.0,0,1,4.0,6.0,1,1,2195.3,8080.0,12.0,9.0,65000.0,7.0,501.0,N,2.0,2.0,2,2,81,74
25-01000,17,1,6.0,0,1,4.0,6.0,1,1,2447.1,N,N,4.0,0.0,0.0,501.0,N,2.0,2.0,2,2,156,116
25-00703,35,2,4.0,0,1,3.0,3.0,1,1,2195.3,8090.0,12.0,11.0,627000.0,9.0,501.0,N,2.0,2.0,2,2,74,73
25-01000,60,1,1.0,0,1,0.0,2.0,1,1,2447.1,1880.0,4.0,7.0,89000.0,8.0,501.0,N,2.0,2.0,2,2,91,91
25-01000,4,2,N,0,1,2.0,4.0,1,1,2447.1,N,N,1.0,N,N,501.0,N,N,N,2,2,94,82
25-00703,55,1,1.0,0,1,0.0,2.0,1,1,2195.3,9170.0,15.0,12.0,155090.0,9.0,501.0,N,2.0,2.0,2,2,98,94
