AGEP,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,DEYE,PINCP_DECILE,EDU
32,1,4,1,1,1,N,2,6,6
16,1,3,1,1,1,N,2,0,8
68,1,1,1,1,1,N,2,6,5
78,1,6,1,1,1,N,2,8,1
8,1,1,2,1,1,N,1,2,7
61,1,4,2,1,1,N,2,8,5
40,1,1,1,1,1,N,2,2,5
46,1,6,2,1,1,N,2,2,8
50,1,6,2,1,1,N,2,8,3
62,1,1,1,1,1,N,2,0,9
72,1,4,1,1,1,N,2,6,6
65,1,1,1,1,1,5,2,3,1
45,1,1,1,1,1,N,2,0,10
40,2,1,1,1,2,N,2,3,4
84,6,1,2,1,1,5,2,3,5
0,1,1,2,1,1,N,2,6,9
82,1,1,1,1,1,N,2,1,5
37,6,4,2,1,1,N,2,6,9
57,1,4,1,1,2,N,2,2,5
51,1,1,1,1,1,1,2,5,8
46,1,3,2,1,1,N,1,7,9
28,8,3,1,1,1,6,2,5,9
18,1,1,2,1,1,N,2,6,6
53,2,1,2,1,1,N,2,8,7
41,1,1,2,1,2,N,2,7,8
68,6,4,2,1,1,N,2,0,7
55,1,1,2,1,1,N,2,8,7
27,1,1,1,1,1,N,2,7,4
46,1,4,2,1,1,1,2,8,9
66,1,1,1,1,1,N,2,3,5
71,1,1,2,1,1,N,2,7,5
63,2,3,2,1,1,N,2,4,3
29,1,1,2,1,2,N,2,4,6
44,1,6,1,1,1,N,2,4,7
30,1,4,2,1,2,N,2,8,6
29,6,1,1,1,1,N,2,9,7
61,1,1,2,1,2,N,2,2,7
51,1,6,1,1,1,N,2,6,5
60,2,6,2,1,1,N,2,6,7
37,1,1,1,1,1,N,2,8,5
22,1,N,2,1,1,N,2,8,5
53,1,1,2,1,1,N,2,8,5
22,1,1,2,1,2,N,2,9,10
74,1,6,2,1,2,N,2,5,5
23,1,4,2,1,1,N,2,5,5
69,1,1,2,1,2,N,2,0,7
86,2,1,2,1,1,N,2,8,5
38,1,1,1,1,1,N,2,4,7
55,1,4,2,1,1,N,2,6,8
58,1,5,1,1,1,N,2,4,8
61,1,1,2,1,1,N,2,9,5
26,1,1,1,1,1,N,2,3,4
80,1,1,2,1,1,N,2,8,9
31,1,N,2,1,1,N,2,7,9
29,1,4,2,1,1,N,2,8,7
66,6,1,1,1,1,N,2,9,7
72,1,6,2,1,2,N,2,N,4
25,9,1,2,1,1,1,2,7,7
75,1,1,1,1,1,N,2,2,8
11,8,4,1,1,1,N,2,5,12
40,9,4,2,1,1,N,2,4,4
69,1,1,2,1,1,N,2,7,7
36,1,2,2,1,1,N,2,2,5
32,1,1,1,1,2,N,2,2,10
46,1,1,1,1,1,N,2,8,7
61,9,1,1,1,1,5,2,2,9
24,1,4,1,1,2,N,2,5,5
63,1,4,1,1,1,N,2,4,7
58,1,6,1,1,1,3,2,3,5
83,1,1,1,1,1,N,2,4,9
72,1,1,2,1,2,N,2,5,8
78,1,4,1,1,1,N,2,5,5
35,1,1,2,1,1,N,2,4,9
74,1,1,1,1,1,N,2,7,7
39,1,1,2,1,1,N,2,4,4
30,1,1,1,1,2,N,2,8,6
69,1,1,2,1,1,N,2,4,9
54,1,1,2,1,1,N,2,6,1
81,1,4,2,1,1,N,2,9,5
23,1,1,2,1,1,N,2,7,8
75,1,1,2,1,1,N,2,6,3
36,1,1,1,1,1,N,2,0,9
5,1,1,2,1,1,N,2,5,3
28,8,4,2,1,1,N,2,2,8
59,1,6,1,1,1,N,2,0,6
57,6,1,2,1,2,N,2,3,6
25,1,1,1,1,1,N,2,8,5
44,1,1,2,1,2,N,2,9,8
22,4,1,2,1,1,N,2,9,6
49,2,1,2,1,1,N,2,3,7
44,1,1,2,1,2,N,2,2,4
30,1,6,2,1,1,N,2,0,7
85,6,1,1,1,1,N,2,6,N
72,1,1,1,1,1,N,2,7,11
18,1,1,1,1,2,N,2,7,7
52,1,3,1,1,1,N,2,8,6
35,1,1,2,1,1,3,2,3,5
33,1,1,1,1,1,N,2,2,6
48,1,1,2,1,1,N,2,8,1
67,1,1,2,1,1,N,2,0,5
34,1,N,2,1,1,N,2,1,5
33,1,6,2,1,1,N,2,5,5
40,1,1,2,1,2,N,2,8,N
74,1,4,2,1,1,N,2,7,8
17,1,1,1,1,1,N,2,4,7
40,1,6,2,1,1,N,2,1,5
82,1,1,1,1,1,N,2,9,8
51,1,6,1,1,1,N,2,7,7
71,1,6,2,1,2,N,2,5,6
42,1,1,1,1,1,N,2,3,10
83,1,1,1,1,2,N,2,7,4
63,1,4,1,1,1,N,2,9,7
44,1,1,1,1,1,N,2,4,8
33,1,6,1,1,1,N,2,6,7
26,1,1,2,1,1,N,2,4,7
27,1,4,1,1,1,N,2,3,8
46,1,6,2,1,1,N,1,3,10
52,1,2,2,1,1,N,2,0,5
30,7,6,2,1,2,N,2,1,1
44,2,1,1,1,2,N,2,3,3
92,1,3,2,1,2,N,1,6,6
42,1,6,1,1,1,N,2,1,7
34,1,2,1,1,1,N,2,4,1
35,1,6,2,1,1,N,2,7,9
77,1,3,2,1,2,N,2,3,7
35,1,1,2,1,1,N,2,9,5
47,1,1,1,1,1,N,2,5,3
82,1,4,2,1,1,N,2,7,9
75,1,1,2,1,1,N,2,7,5
92,6,1,2,1,1,N,2,6,8
41,1,1,2,1,1,N,2,2,5
34,1,1,2,1,2,N,2,5,5
70,1,1,2,1,1,N,2,4,3
42,1,4,2,1,1,N,2,8,9
62,1,1,1,1,1,4,2,6,12
35,1,1,2,1,1,N,2,7,10
67,1,1,1,1,1,N,2,6,7
53,1,4,1,1,1,N,2,0,7
51,1,3,1,1,1,N,2,9,3
40,1,1,2,1,2,N,2,6,5
56,1,6,1,1,1,N,2,4,6
66,1,1,1,1,1,N,2,5,5
23,1,1,2,1,1,N,2,2,4
56,8,6,2,1,2,N,2,5,9
19,1,4,2,1,1,N,2,7,10
59,1,6,1,1,1,5,1,7,9
64,1,1,2,1,1,N,2,4,7
