,feature,divergence
1,AGEP,1.2856458511548332
23,WGTP,1.201219512195122
22,PWGTP,1.19178281068525
14,PINCP,0.6369830711294127
11,INDP,0.5560789690964847
15,PINCP_DECILE,0.5045225776933093
13,EDU,0.4008878866887463
7,NPF,0.2952878687405208
12,INDP_CAT,0.27638446567586705
3,MSP,0.16708064249047855
6,NOC,0.08523130430026607
16,POVPIP,0.06391983149849087
10,DENSITY,0.05645879732739416
0,PUMA,0.05500952196507536
5,RAC1P,0.03839183835213279
2,SEX,0.03788433788433787
4,HISP,0.030985857283375075
18,DREM,0.01913989703037685
17,DVET,0.009487600441212444
19,DPHY,0.008602556989653759
9,OWN_RENT,0.005558614296867957
8,HOUSING_TYPE,0.002875087022104837
21,DEAR,0.0014611818169878027
20,DEYE,0.001116997490476862
