SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP
1,6,1,1,6,0,25-00503,52,0,N,501
2,6,9,1,9,0,25-00503,35,0,2,501
1,1,1,1,9,0,25-00503,56,2,4,127
1,6,1,1,6,0,25-02800,35,0,5,501
2,6,1,0,2,0,25-00503,19,N,N,0
2,6,1,0,1,0,25-00503,18,N,N,N
2,1,1,1,7,0,25-00703,49,2,4,501
1,N,1,1,N,0,25-00703,2,1,3,501
2,1,1,1,4,0,25-01000,55,0,3,103
1,N,1,2,N,0,25-01300,13,2,5,331
2,6,1,1,3,0,25-01000,61,0,2,501
1,N,1,2,N,0,25-00503,14,1,3,2
2,1,1,2,8,0,25-00703,37,2,4,332
2,1,1,1,2,0,25-00703,59,0,2,501
1,4,6,0,4,0,25-01000,79,0,N,N
1,1,1,1,8,0,25-01000,51,0,2,501
1,1,1,1,4,0,25-00703,35,2,4,501
1,6,8,2,5,0,25-01300,50,N,N,217
1,1,1,1,6,0,25-01300,54,1,4,271
1,1,1,2,5,0,25-00503,68,0,2,357
2,N,1,1,N,0,25-01000,0,2,3,463
2,3,1,1,3,0,25-01300,89,0,2,501
1,N,1,1,N,0,25-02800,13,1,2,501
2,1,1,1,1,0,25-01300,53,0,2,501
1,1,1,1,6,0,25-00703,48,0,3,501
1,1,1,1,9,0,25-01300,41,0,4,501
2,1,1,2,2,0,25-00503,38,0,2,305
1,1,1,2,7,0,25-00503,57,0,3,61
1,N,1,1,N,0,25-00703,8,4,6,501
2,1,6,1,2,0,25-01300,38,2,4,501
2,N,1,2,N,0,25-00703,1,2,4,466
1,1,1,1,0,0,25-01000,55,0,2,501
1,1,8,1,9,0,25-00503,58,0,2,371
1,6,1,1,0,0,25-02800,31,0,3,501
2,6,1,2,2,0,25-01000,31,0,N,501
2,1,1,2,3,0,25-02800,53,0,2,501
1,1,6,2,8,0,25-00503,43,2,4,224
2,6,1,1,6,1,25-01300,30,0,3,206
1,1,1,1,6,0,25-01000,51,0,2,501
2,3,1,1,N,0,25-01300,60,0,5,501
2,6,1,2,5,0,25-00503,25,0,N,260
1,6,1,1,0,0,25-00703,17,3,5,170
2,6,6,1,4,0,25-00503,24,0,N,501
1,6,1,2,7,0,25-00503,26,0,N,501
2,1,1,1,1,0,25-00703,35,0,2,257
2,1,1,1,7,0,25-00503,51,2,4,501
2,6,6,2,6,0,25-00503,25,0,N,357
2,6,1,1,0,0,25-00703,25,0,4,501
2,4,1,2,6,0,25-02800,47,0,N,325
1,6,1,0,1,0,25-00503,19,N,N,N
2,6,1,1,5,0,25-01300,24,0,3,501
1,6,1,1,5,0,25-01000,30,0,N,501
1,1,1,1,3,0,25-02800,78,0,6,478
2,4,1,2,8,0,25-01000,62,0,N,263
2,N,1,1,N,0,25-01300,9,2,4,501
2,N,1,1,N,0,25-01300,2,2,4,501
2,6,1,1,3,0,25-00503,23,0,4,501
2,1,1,1,8,0,25-01300,59,2,4,501
1,N,3,2,N,0,25-01000,1,1,3,501
1,N,6,1,N,0,25-00703,3,2,4,501
1,3,1,0,3,0,25-01000,91,N,N,N
2,3,1,1,4,0,25-01000,82,0,2,501
2,3,1,1,4,0,25-00703,94,0,N,501
2,1,1,1,6,0,25-01300,51,0,2,501
2,1,1,1,8,0,25-00703,41,0,3,501
2,6,1,1,1,0,25-00503,16,1,3,501
1,6,1,1,6,0,25-01300,28,0,2,501
2,1,1,2,8,2,25-00703,43,2,4,501
1,1,1,1,7,0,25-01000,84,0,2,501
1,1,1,1,6,0,25-00503,56,0,2,501
1,6,1,1,8,0,25-00703,43,0,2,501
1,6,1,0,1,0,25-00703,78,N,N,N
1,1,1,1,4,0,25-00503,86,0,2,501
