PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
25-01000,78,2,4,0,1,0,N,1,1,2406.4,3570,N,9,42490.0,4,391,N,2,2,2,2,56.0,64.0
25-01300,61,2,6,0,1,1,3,1,1,1484.8000000000002,7860,4,7,N,1,359,N,2,2,2,2,104.0,115.2
25-02800,2,2,1,0,1,0,2,1,1,3635.2000000000003,7860,6,9,54800.0,9,4,N,2,2,2,2,152.0,140.8
25-00503,30,1,N,0,1,2,6,1,1,3020.7999999999997,N,N,2,918000.0,N,501,N,N,N,2,2,56.0,38.400000000000006
25-02800,94,1,6,0,1,0,2,1,1,3635.2000000000003,3570,11,7,N,1,430,N,2,2,2,2,104.0,89.6
25-01300,38,1,1,0,1,0,2,1,1,1484.8000000000002,N,N,9,102800.0,9,501,N,2,2,2,2,104.0,89.6
25-00503,17,1,4,4,1,0,N,1,2,3020.7999999999997,7860,N,7,2700.0,9,501,N,1,1,2,2,56.0,64.0
25-00503,30,2,1,0,1,0,2,1,1,3020.7999999999997,2480,N,9,29000.0,4,174,N,2,2,2,2,56.0,64.0
25-02800,51,1,6,0,1,0,N,1,2,2406.4,N,16,11,78000.0,1,239,N,2,2,2,2,104.0,115.2
25-00703,43,2,N,4,1,2,4,1,1,2099.2,7460,N,N,13900.0,N,430,N,N,N,2,2,56.0,64.0
25-00703,18,2,6,0,9,0,N,1,2,2099.2,N,10,9,642300.0,4,466,N,2,2,2,2,56.0,64.0
25-01300,69,1,1,0,1,0,2,1,1,1484.8000000000002,N,10,10,57500.0,3,501,N,2,2,2,2,56.0,64.0
25-00703,91,2,3,0,1,2,4,1,1,2099.2,7860,11,5,125150.0,0,501,N,2,2,2,2,104.0,115.2
25-00703,26,2,1,0,1,0,2,1,1,2099.2,8090,10,9,0.0,3,83,N,2,2,2,2,152.0,166.39999999999998
25-00703,69,2,1,0,1,0,3,1,1,2099.2,N,10,10,87200.0,6,501,N,2,2,2,2,104.0,115.2
25-01300,60,1,3,0,1,0,N,1,2,1484.8000000000002,N,N,5,-800.0,3,33,N,2,2,2,2,248.0,243.2
25-00703,55,2,1,0,1,0,3,1,2,2099.2,3570,N,7,0.0,7,501,N,2,2,2,2,56.0,64.0
25-01000,21,1,1,0,1,2,4,1,1,2406.4,3590,14,9,N,7,83,N,2,2,2,2,104.0,89.6
25-00703,60,1,1,0,1,0,2,1,1,2099.2,3570,10,9,N,8,4,N,2,2,2,2,56.0,38.400000000000006
25-00503,44,2,1,0,1,2,4,1,1,3020.7999999999997,7570,14,10,69000.0,2,501,N,2,2,2,2,104.0,115.2
25-02800,48,2,1,0,1,0,2,1,1,3635.2000000000003,4170,N,10,60400.0,5,501,N,2,2,2,2,56.0,64.0
25-01300,70,1,4,0,1,0,N,1,1,1484.8000000000002,570,N,2,2700.0,7,391,N,2,2,2,2,152.0,115.2
25-00503,51,2,1,0,1,0,5,1,1,3020.7999999999997,1990,10,9,173000.0,9,501,1,2,2,2,2,104.0,89.6
25-00503,41,1,6,2,1,N,N,3,0,3020.7999999999997,7870,6,1,54800.0,5,501,N,1,2,2,2,104.0,64.0
25-02800,68,1,1,0,1,0,3,1,1,3635.2000000000003,7460,12,9,35500.0,6,33,N,2,2,2,2,56.0,38.400000000000006
25-01300,32,2,N,0,1,2,4,1,1,1484.8000000000002,3570,11,3,N,N,501,N,2,2,2,2,104.0,89.6
25-01300,73,2,1,0,1,0,2,1,1,1484.8000000000002,N,10,5,N,5,501,N,2,2,2,2,56.0,64.0
25-00503,50,2,3,0,1,0,N,1,1,3020.7999999999997,N,N,7,17500.0,8,501,6,2,2,2,2,104.0,89.6
25-00703,79,2,6,0,1,0,9,1,2,2099.2,7860,6,9,64700.0,6,36,N,2,2,2,2,56.0,64.0
