HISP,SEX,DEAR,PINCP,NOC,EDU,RAC1P,DEYE,DPHY,DENSITY,MSP,POVPIP,HOUSING_TYPE,OWN_RENT,NPF,AGEP,PINCP_DECILE,DVET,INDP_CAT,PUMA,DREM
4,2,2,86000.0,0,7,1,2,2,1484.8000000000002,1,501,1,1,2,51,6,N,12,25-01300,2
0,1,2,230050.0,N,7,8,2,2,3635.2000000000003,6,501,3,0,N,31,4,N,6,25-02800,2
0,2,2,39400.0,0,10,1,2,2,2406.4,1,501,1,1,2,8,9,N,14,25-01000,2
0,1,2,125000.0,2,9,1,2,2,1484.8000000000002,1,501,1,1,4,32,9,N,10,25-01300,2
0,1,2,26100.0,0,12,1,2,2,2406.4,1,501,1,1,2,49,4,N,12,25-01000,2
0,2,2,N,0,9,1,2,2,3020.7999999999997,1,176,1,1,2,2,9,N,N,25-00503,2
0,2,2,55400.0,2,5,1,2,2,1484.8000000000002,1,251,1,1,5,6,9,N,10,25-01300,2
0,2,2,92700.0,0,9,1,2,2,2099.2,1,501,1,1,4,18,7,N,4,25-00703,2
0,1,2,N,2,10,1,2,2,3635.2000000000003,1,501,1,1,7,14,9,N,11,25-02800,2
0,1,2,80000.0,1,12,1,2,2,3635.2000000000003,1,501,1,1,2,80,9,N,9,25-02800,2
0,1,2,4100.0,0,9,1,2,2,3020.7999999999997,6,400,1,1,N,11,5,N,N,25-00503,2
4,1,2,125000.0,2,10,1,2,2,2406.4,1,251,1,1,4,69,7,N,9,25-01000,2
0,1,2,60.0,2,11,1,2,2,3020.7999999999997,1,340,1,1,4,57,7,N,N,25-00503,2
0,2,2,37200.0,0,9,1,2,2,3635.2000000000003,2,501,1,1,4,50,3,5,5,25-02800,2
0,2,2,29330.0,0,5,1,2,2,3020.7999999999997,3,360,1,1,2,74,3,N,N,25-00503,2
0,2,2,63000.0,0,7,1,2,2,3020.7999999999997,6,269,1,2,N,35,0,N,14,25-00503,2
0,2,2,91200.0,4,8,6,2,2,3635.2000000000003,1,251,1,1,4,27,6,N,10,25-01000,2
0,1,2,262700.0,1,10,1,2,2,1484.8000000000002,6,501,1,1,3,60,0,N,N,25-01300,2
0,2,2,631300.0,0,7,1,2,2,3635.2000000000003,1,340,1,2,2,65,9,N,12,25-02800,2
0,2,2,295000.0,2,4,1,2,2,2406.4,2,501,1,1,4,28,2,N,5,25-01000,2
0,2,2,37200.0,0,9,1,2,2,3020.7999999999997,6,400,1,1,2,48,0,N,N,25-00503,2
0,1,2,3100.0,0,6,6,2,2,2099.2,3,296,1,1,3,22,7,N,N,25-00703,2
0,1,2,30100.0,2,9,1,2,2,3020.7999999999997,6,456,1,2,N,10,8,N,12,25-00503,2
0,1,1,400000.0,0,6,1,2,1,1484.8000000000002,1,361,1,2,2,16,4,N,N,25-01300,2
0,2,2,26100.0,2,10,8,2,2,3635.2000000000003,1,456,1,1,4,33,7,N,6,25-02800,2
0,1,1,N,3,9,6,1,2,1484.8000000000002,1,501,1,1,4,6,8,N,15,25-01000,2
0,2,2,49800.0,0,8,1,2,2,3020.7999999999997,1,361,1,1,2,56,3,N,10,25-00503,2
0,2,2,62750.0,0,7,1,2,2,3020.7999999999997,6,251,1,1,2,67,2,N,10,25-00503,2
0,1,2,631300.0,0,10,1,2,2,2099.2,6,269,1,1,2,19,1,N,4,25-00703,2
0,2,2,92700.0,0,3,1,2,2,2406.4,N,501,1,1,5,2,N,N,N,25-02800,2
0,1,2,92700.0,0,5,1,2,2,2099.2,3,456,1,1,N,12,9,N,N,25-00703,2
0,2,2,92700.0,0,5,6,2,2,2406.4,1,501,1,2,2,63,4,N,13,25-02800,2
0,1,2,79800.0,3,7,1,2,2,3020.7999999999997,4,251,1,1,5,71,8,N,10,25-00503,2
0,2,2,81800.0,2,3,1,2,2,2099.2,N,94,1,1,5,34,N,N,N,25-00703,2
0,1,2,155000.0,0,3,1,2,2,2099.2,N,82,1,1,4,59,N,N,N,25-00703,2
0,2,2,9000.0,0,N,1,2,N,2099.2,N,501,1,1,4,53,N,N,N,25-00703,N
0,2,2,24260.0,4,7,1,2,2,1484.8000000000002,1,269,1,1,6,32,6,N,10,25-01300,2
0,2,2,125000.0,0,7,1,2,2,2099.2,6,501,1,1,N,4,1,N,14,25-00703,2
