HISP,SEX,DEAR,PINCP,NOC,EDU,RAC1P,DEYE,DPHY,DENSITY,MSP,POVPIP,HOUSING_TYPE,OWN_RENT,NPF,AGEP,PINCP_DECILE,DVET,INDP_CAT,PUMA,DREM
4,2,2,65400.0,0,4,1,2,2,1484.8000000000002,4,123,1,1,2,58,1,N,15,25-01300,2
0,2,2,22900.0,0,7,1,2,2,3635.2000000000003,1,501,1,1,2,75,7,N,9,25-02800,2
4,1,2,19200.0,0,4,1,2,2,2099.2,6,501,1,1,4,29,3,N,6,25-00703,2
0,2,2,50.0,0,12,1,2,2,2099.2,1,501,1,1,3,60,8,N,11,25-00703,2
0,2,2,0.0,3,9,1,2,2,2406.4,3,501,3,0,9,86,4,N,N,25-01000,1
0,2,2,21000.0,1,3,1,2,2,2406.4,N,501,1,1,3,3,N,N,N,25-01000,2
0,2,2,45000.0,2,10,1,1,2,1484.8000000000002,1,148,1,1,4,49,6,N,10,25-01300,2
0,1,2,627000.0,N,5,1,2,2,2099.2,6,501,3,0,N,19,1,N,14,25-00703,2
0,2,2,50000.0,0,9,1,2,2,2099.2,1,501,1,1,5,66,6,N,6,25-00703,2
0,1,2,146000.0,0,11,1,2,2,2099.2,1,N,1,2,2,30,8,N,10,25-00703,2
0,2,2,0.0,0,11,1,2,2,1484.8000000000002,1,501,1,1,2,60,9,N,4,25-01300,2
0,2,2,84300.0,3,3,1,2,2,3020.7999999999997,N,131,1,2,5,8,N,N,N,25-00503,2
0,2,2,13600.0,1,2,1,2,N,2406.4,N,118,1,2,2,1,N,N,N,25-01000,N
0,2,2,60000.0,0,9,1,2,2,3635.2000000000003,1,185,1,1,3,61,4,N,N,25-02800,1
0,1,2,34000.0,1,9,1,2,2,3635.2000000000003,1,297,1,1,4,66,6,N,12,25-02800,2
0,2,2,N,0,5,1,2,2,3635.2000000000003,1,7,1,1,3,63,7,N,4,25-02800,2
0,2,2,7680.0,0,7,1,2,2,1484.8000000000002,4,501,1,1,N,81,6,N,10,25-01300,2
0,1,2,10200.0,0,10,1,2,2,3635.2000000000003,1,501,1,2,2,35,8,N,9,25-02800,2
0,2,2,N,0,9,1,2,2,3635.2000000000003,6,117,1,1,3,70,5,N,6,25-02800,2
0,1,2,0.0,0,9,1,2,2,3020.7999999999997,1,501,1,1,2,60,9,N,10,25-00503,2
0,1,2,100000.0,0,9,1,2,2,1484.8000000000002,1,501,1,1,2,26,4,N,8,25-01300,2
0,1,2,81800.0,0,7,1,2,2,2099.2,1,501,1,1,2,94,7,N,N,25-00703,2
0,1,2,13600.0,0,8,1,2,2,3635.2000000000003,1,501,1,1,4,41,4,N,6,25-02800,2
0,2,2,81600.0,0,3,1,2,2,2406.4,1,0,1,1,4,76,0,N,N,25-01000,2
0,2,2,29400.0,3,N,1,2,N,2406.4,N,501,1,1,5,3,N,N,N,25-01000,N
0,1,2,10500.0,2,5,1,2,2,1484.8000000000002,1,501,1,1,6,58,6,N,11,25-02800,2
0,1,2,73000.0,0,9,1,2,2,2099.2,6,142,1,1,N,31,5,N,4,25-00703,1
1,2,2,5300.0,2,3,1,2,2,3635.2000000000003,N,501,1,1,4,5,N,N,N,25-02800,2
0,1,2,29400.0,0,9,9,2,2,3020.7999999999997,1,501,1,1,2,28,3,N,6,25-00503,2
0,2,2,114900.0,2,10,1,2,2,3635.2000000000003,1,N,1,1,4,42,8,N,11,25-02800,2
0,1,2,70000.0,0,5,1,2,2,3635.2000000000003,6,501,1,1,N,70,8,N,11,25-02800,2
0,1,2,125100.0,1,10,1,2,2,3635.2000000000003,1,501,1,2,3,31,6,N,6,25-02800,2
0,2,2,101000.0,N,7,1,2,2,2099.2,6,501,2,0,N,20,0,N,10,25-00703,2
0,1,2,45000.0,2,3,6,2,2,1484.8000000000002,N,358,1,1,4,4,N,N,N,25-01300,2
0,2,2,97000.0,2,4,1,2,2,3020.7999999999997,6,323,1,1,4,17,1,N,14,25-00503,2
0,1,2,35000.0,0,4,1,2,2,3020.7999999999997,6,469,1,2,N,57,4,N,11,25-00503,2
0,1,2,118300.0,N,7,1,2,2,2099.2,6,501,3,0,N,19,6,N,11,25-00703,2
0,2,2,80000.0,0,8,2,2,2,1484.8000000000002,6,501,1,1,4,69,5,N,13,25-01300,2
0,2,2,0.0,0,5,6,2,2,3020.7999999999997,1,N,1,1,2,35,6,N,12,25-00503,2
0,2,2,125150.0,0,10,6,2,2,3020.7999999999997,1,131,1,2,2,64,3,N,10,25-00503,2
