PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
25-00703,7,2,5,0,2,5,2,1,2,2099.2,6970,11,N,12400.0,6,198,N,1,1,2,2,83.60000000000001,76.80000000000001
25-01300,35,1,4,0,1,0,N,1,1,1484.8000000000002,N,3,9,0.0,7,501,N,2,2,2,2,33.2,76.80000000000001
25-00503,60,2,3,0,1,0,N,1,2,3020.7999999999997,N,N,12,18100.0,9,501,N,2,1,2,2,83.60000000000001,76.80000000000001
25-01000,68,2,3,0,1,0,N,1,1,2406.4,N,8,5,4300.0,7,501,N,2,2,2,2,83.60000000000001,76.80000000000001
25-00503,23,1,6,0,1,0,N,1,2,3020.7999999999997,7380,15,5,5200.0,3,16,N,2,2,2,2,83.60000000000001,128.0
25-02800,74,2,1,0,1,0,2,1,1,3635.2000000000003,6070,12,12,18100.0,7,501,N,2,2,2,2,134.0,128.0
25-02800,47,2,6,0,1,0,N,1,1,3635.2000000000003,N,N,5,56110.0,0,501,N,2,2,2,2,83.60000000000001,76.80000000000001
25-00703,39,2,1,0,1,2,4,1,2,2099.2,N,6,5,2000.0,3,240,N,2,2,2,2,134.0,230.4
25-01300,4,2,N,0,1,0,2,1,1,1484.8000000000002,8191,N,3,N,N,501,N,2,2,2,2,33.2,25.6
25-00703,2,1,N,0,1,1,3,1,1,2099.2,770,N,3,0.0,N,501,N,2,2,2,2,83.60000000000001,76.80000000000001
25-00703,0,2,N,0,1,1,4,1,1,2099.2,7870,N,1,75000.0,N,177,N,N,N,2,2,83.60000000000001,76.80000000000001
25-01300,3,1,N,0,1,2,4,1,1,1484.8000000000002,N,N,3,22800.0,N,218,N,2,2,2,2,83.60000000000001,76.80000000000001
25-02800,73,2,1,0,1,3,5,1,1,3635.2000000000003,8680,12,4,12000.0,7,177,N,2,2,2,2,83.60000000000001,76.80000000000001
25-01000,38,2,1,0,1,1,4,1,1,2406.4,9170,N,9,N,7,309,N,2,2,2,2,134.0,76.80000000000001
25-00503,40,2,4,0,1,5,4,1,2,3020.7999999999997,N,N,8,12000.0,6,501,N,2,2,2,2,184.4,230.4
