SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP
1,3,1,1,4,0,25-01000,17,0,2,191
1,1,1,1,9,4,25-02800,60,0,2,18
2,1,1,1,5,0,25-00703,47,0,5,501
1,4,1,2,5,0,25-02800,71,0,N,363
2,4,6,2,6,0,25-00503,46,0,N,501
1,6,1,2,6,0,25-01300,24,1,2,501
1,1,6,2,9,0,25-00703,51,0,2,204
2,1,6,2,6,0,25-01300,10,2,4,183
2,3,1,1,0,0,25-00503,49,0,N,204
2,6,1,1,1,0,25-01000,78,0,3,294
2,4,1,1,5,0,25-00703,72,0,3,413
2,4,6,1,2,0,25-00703,44,0,N,501
2,1,1,1,8,0,25-00703,15,0,4,501
2,1,1,1,7,0,25-00703,63,0,2,N
2,N,1,2,N,0,25-01300,43,1,2,501
2,1,1,1,7,0,25-01300,71,0,2,413
1,6,1,1,4,0,25-00503,3,0,4,501
1,2,1,2,4,0,25-00703,18,0,N,501
2,4,9,2,3,0,25-00503,33,0,N,501
2,3,1,1,7,0,25-02800,56,0,N,204
1,N,2,1,N,0,25-01300,65,2,4,501
1,1,1,2,3,0,25-01300,68,0,2,501
1,6,1,2,6,0,25-02800,21,0,N,501
2,1,1,1,5,0,25-02800,65,0,2,501
2,6,1,0,1,0,25-02800,27,N,N,70
1,1,3,1,8,0,25-01000,52,3,5,18
2,1,1,1,9,0,25-00703,18,0,2,423
1,1,1,1,9,0,25-02800,18,0,3,370
2,1,1,1,1,0,25-00503,27,2,4,497
1,N,6,2,N,0,25-00503,11,2,4,501
2,N,2,1,N,0,25-00703,69,2,4,501
1,3,1,1,3,0,25-00703,14,0,N,501
2,N,1,1,4,0,25-00703,47,1,2,501
2,1,1,1,2,0,25-02800,43,0,2,501
1,1,1,1,4,0,25-00703,12,0,2,413
1,6,1,1,9,0,25-02800,65,1,5,501
1,1,1,1,8,0,25-00703,27,2,4,501
1,N,1,1,N,0,25-00703,35,2,4,78
2,4,1,1,4,0,25-01000,24,0,N,501
2,1,1,1,N,0,25-02800,57,2,5,26
1,3,1,1,7,0,25-00703,12,0,N,501
2,2,1,1,2,0,25-02800,79,0,2,226
1,N,1,1,N,0,25-01000,15,2,4,383
2,6,1,1,0,0,25-00503,2,3,5,294
2,6,1,1,1,0,25-02800,74,2,4,501
1,6,1,1,1,0,25-02800,74,0,N,189
1,3,1,1,7,0,25-00703,39,0,2,484
2,6,1,2,6,0,25-00503,28,0,N,501
2,6,1,0,1,0,25-01000,21,N,N,243
2,2,1,2,4,0,25-02800,58,0,N,501
2,2,1,1,0,0,25-00503,9,0,2,490
1,1,1,1,8,0,25-00503,65,0,4,501
2,4,1,1,1,0,25-01000,79,0,N,501
2,6,1,2,4,0,25-00503,63,0,N,501
2,1,1,1,8,0,25-01000,48,0,2,330
2,N,6,1,N,0,25-01300,63,2,5,204
2,1,1,1,8,0,25-01300,48,0,2,501
2,6,1,2,2,0,25-00503,44,1,3,339
1,4,1,1,8,0,25-00703,21,0,2,501
1,4,1,1,6,0,25-00703,55,0,2,497
2,1,1,1,0,0,25-00703,75,3,5,501
2,4,1,2,8,0,25-00703,14,0,N,77
2,1,1,1,7,0,25-00703,53,2,4,501
1,1,1,1,7,0,25-00703,37,2,4,501
2,1,1,1,0,0,25-01000,83,1,3,501
1,1,6,1,5,0,25-01300,38,1,3,501
1,1,1,1,8,0,25-02800,64,1,3,501
2,1,1,1,9,0,25-01000,50,0,2,501
1,1,1,1,6,0,25-01000,4,0,2,500
2,6,1,1,6,0,25-00703,80,3,7,91
2,1,1,1,6,0,25-01000,1,1,4,501
2,6,1,1,6,0,25-01000,41,0,N,339
2,1,1,1,8,4,25-02800,24,0,2,107
1,6,1,1,5,0,25-00703,49,0,N,501
1,1,1,1,9,0,25-01300,13,2,5,501
2,N,1,1,N,0,25-02800,13,2,4,501
1,1,6,2,9,0,25-02800,59,0,2,501
1,1,1,1,5,0,25-01000,75,0,5,363
2,N,6,1,N,0,25-00503,21,3,5,501
1,6,1,0,1,0,25-00703,48,N,N,91
1,1,1,1,8,0,25-01300,38,0,3,139
2,6,1,2,6,0,25-00503,33,0,N,42
1,N,1,1,N,0,25-01300,20,1,4,501
2,6,1,1,6,0,25-00703,72,2,4,501
2,6,1,1,0,0,25-01300,13,1,3,204
1,1,3,1,8,0,25-01300,17,0,4,501
1,1,1,1,9,0,25-00503,64,0,3,70
1,1,8,1,4,0,25-00703,72,0,2,501
2,6,1,1,2,0,25-00703,11,0,3,247
2,N,6,2,N,0,25-02800,26,0,2,501
1,6,1,1,8,0,25-00703,51,0,3,501
2,6,1,1,2,0,25-01000,30,0,N,139
2,1,1,1,4,0,25-00703,61,0,4,501
1,1,1,1,8,0,25-02800,11,1,3,501
1,1,1,2,9,0,25-00703,79,1,3,363
2,4,6,1,6,0,25-02800,64,0,N,N
1,1,1,1,7,0,25-00503,63,0,2,501
2,1,1,1,4,0,25-02800,59,0,2,501
2,1,1,2,9,4,25-01000,59,1,3,501
1,1,1,1,9,0,25-01000,75,0,3,501
2,3,1,1,0,0,25-00703,22,0,N,501
2,N,1,2,N,0,25-00503,40,2,3,501
1,1,1,1,7,0,25-02800,57,0,2,383
2,6,1,1,2,0,25-02800,32,1,3,N
1,1,1,1,3,0,25-00703,18,0,2,501
2,6,1,0,1,0,25-00703,35,N,N,363
1,6,1,1,7,0,25-01000,43,1,3,501
2,6,1,0,1,0,25-01000,42,N,N,501
2,1,1,1,9,0,25-01000,1,0,2,501
2,6,1,1,4,0,25-01000,75,0,3,1
2,1,1,1,9,0,25-00503,15,2,4,501
1,6,1,1,9,0,25-00703,57,0,N,501
1,6,1,1,0,0,25-00703,23,2,4,501
2,1,1,1,7,0,25-02800,28,0,2,501
2,6,1,1,1,0,25-01000,50,0,N,76
2,6,1,1,1,0,25-01300,56,2,4,501
2,1,1,2,6,0,25-02800,15,0,2,501
1,4,1,2,5,0,25-02800,58,0,N,490
2,1,9,2,2,0,25-00503,52,5,7,501
2,4,6,2,6,0,25-00503,19,0,N,497
1,6,1,2,9,0,25-01000,57,0,N,243
1,5,1,1,5,0,25-00703,20,0,3,N
2,N,1,1,N,0,25-02800,21,3,5,158
2,4,1,1,6,0,25-00503,88,0,N,91
1,6,1,1,3,0,25-01300,60,0,2,501
2,3,1,1,3,0,25-01000,78,0,N,501
2,N,1,1,0,0,25-02800,87,0,6,501
2,6,1,1,3,0,25-01300,36,0,N,454
2,1,1,1,9,0,25-00703,42,0,2,501
2,1,1,1,1,0,25-01000,53,2,4,501
2,1,1,1,6,0,25-01000,11,0,2,497
1,4,1,1,8,0,25-02800,17,0,N,501
2,1,1,1,5,0,25-00703,69,0,3,501
1,N,9,1,N,0,25-00503,43,4,6,501
2,3,1,1,3,0,25-00703,83,0,N,25
2,N,1,2,N,0,25-02800,72,2,3,501
2,1,1,1,0,0,25-00503,17,0,4,247
1,6,1,0,1,0,25-00703,52,N,N,501
1,N,1,2,N,0,25-02800,65,3,4,501
1,1,1,1,9,0,25-01000,12,1,3,11
1,1,1,1,7,0,25-00703,64,0,2,501
2,1,1,1,1,0,25-00703,33,0,2,501
1,6,1,1,0,0,25-00703,35,1,3,501
1,6,1,1,9,0,25-01300,40,2,4,501
1,1,1,1,0,0,25-00703,72,2,4,133
2,1,1,1,2,0,25-00703,22,2,4,501
2,1,1,1,8,0,25-00503,73,3,5,501
2,1,1,1,3,0,25-00703,41,0,2,215
1,6,1,2,7,0,25-00703,69,0,N,501
2,1,6,1,8,0,25-02800,55,0,2,363
1,1,1,1,9,0,25-01000,7,2,4,376
1,1,1,1,8,0,25-00703,17,2,5,501
2,1,1,1,1,0,25-02800,59,2,5,501
1,6,1,1,8,0,25-02800,57,1,3,N
1,6,1,1,8,0,25-01300,73,0,3,76
1,1,1,1,8,0,25-00703,79,0,2,139
1,6,1,1,9,0,25-00703,79,4,6,501
2,6,1,1,8,0,25-00503,16,1,3,501
1,1,1,1,8,0,25-00503,48,0,2,501
1,1,1,2,9,0,25-02800,61,0,2,413
2,6,1,1,6,0,25-01000,1,1,4,501
1,6,1,1,2,0,25-01000,59,0,4,501
2,1,1,2,2,0,25-00703,51,0,3,38
1,6,1,1,8,0,25-01000,50,0,2,191
1,4,1,1,5,0,25-02800,65,0,N,N
2,6,1,0,3,0,25-00703,23,N,N,247
2,6,1,0,2,0,25-01300,52,N,N,400
1,1,1,1,4,0,25-02800,59,0,2,501
1,2,1,1,1,0,25-02800,11,2,4,N
2,1,1,1,1,0,25-01300,19,0,2,501
2,1,1,1,6,0,25-00503,32,0,4,353
2,N,1,1,0,0,25-01000,48,4,6,501
1,1,9,1,9,0,25-00503,58,0,3,107
1,N,1,1,N,0,25-01300,94,2,3,174
2,N,1,1,N,0,25-02800,24,4,6,501
2,6,6,2,7,0,25-00503,57,0,N,501
1,1,1,1,7,0,25-02800,0,0,4,400
2,N,1,1,N,0,25-00503,0,1,3,363
2,6,1,1,1,0,25-00503,30,0,N,204
1,1,1,1,0,0,25-00703,67,2,4,501
2,3,1,1,2,0,25-00703,1,0,N,293
2,1,1,1,0,0,25-01000,30,1,3,501
2,6,1,1,0,4,25-01300,56,2,7,353
2,1,1,1,3,0,25-01300,52,0,3,501
2,1,1,1,1,0,25-01300,68,2,4,501
1,1,6,1,8,0,25-01000,72,0,2,501
2,6,1,1,5,0,25-01300,78,0,5,501
1,4,1,2,8,0,25-00703,54,0,N,501
1,1,1,1,8,0,25-00703,42,0,2,N
1,1,6,2,7,0,25-00703,22,0,2,501
1,1,1,1,9,0,25-00703,23,0,2,42
1,1,1,1,8,0,25-01300,53,1,3,413
1,6,1,1,7,0,25-00503,74,2,4,501
2,1,1,1,6,0,25-01000,72,0,2,182
2,N,1,1,N,0,25-00503,63,3,5,N
2,1,1,1,7,0,25-00703,85,0,2,215
2,4,1,2,5,0,25-01300,13,0,N,376
1,N,1,1,N,0,25-00703,69,2,4,501
2,1,1,2,7,0,25-00703,73,0,2,N
2,6,1,1,1,0,25-00703,30,0,4,501
2,1,1,2,2,0,25-00503,45,0,2,501
1,6,1,2,1,0,25-02800,30,0,N,N
2,1,1,2,2,0,25-01000,68,0,2,336
1,1,1,1,8,0,25-01000,65,0,2,501
1,1,1,1,3,0,25-00503,9,0,2,226
1,2,1,2,0,0,25-02800,71,0,N,497
2,3,1,1,4,0,25-02800,27,0,N,501
1,1,1,1,8,0,25-00503,26,2,4,501
1,N,1,2,N,0,25-00703,60,3,6,139
1,1,1,1,8,0,25-00703,47,2,4,501
2,1,1,1,1,0,25-01300,73,0,2,501
2,1,1,2,7,0,25-00703,49,0,2,293
2,4,1,1,8,0,25-01000,11,0,2,501
2,6,1,0,0,0,25-00703,37,N,N,501
1,1,1,1,9,0,25-00503,17,2,4,501
2,6,6,1,1,0,25-01300,58,1,3,501
1,1,1,1,9,0,25-01000,39,0,2,501
2,3,1,2,0,0,25-01300,42,0,2,336
1,6,1,1,1,0,25-02800,60,1,6,501
1,N,1,1,N,4,25-00703,50,2,3,501
1,6,1,1,1,0,25-00703,35,0,5,501
1,1,1,1,9,0,25-01300,69,0,2,501
2,1,1,1,5,0,25-01300,33,0,2,501
2,6,1,0,0,0,25-00503,66,N,N,294
2,6,1,1,7,0,25-01000,63,2,4,497
1,1,1,1,N,0,25-02800,48,2,4,501
1,6,1,0,1,4,25-00703,27,N,N,501
1,1,1,1,9,0,25-01000,75,4,6,501
1,1,1,2,1,0,25-01000,16,1,3,363
2,6,1,1,4,0,25-00703,49,0,N,501
2,1,1,1,3,0,25-01300,70,0,2,11
2,6,1,1,6,0,25-01300,51,0,4,501
1,N,1,2,N,0,25-00703,53,2,3,N
2,N,1,1,N,0,25-01300,58,3,7,501
2,6,6,1,1,0,25-02800,42,0,2,133
2,6,1,1,8,0,25-01300,48,2,4,363
2,1,6,1,5,0,25-00503,71,0,3,501
2,1,1,1,7,0,25-02800,10,2,4,501
1,N,1,1,N,0,25-00703,45,3,5,501
2,6,1,2,3,0,25-00703,58,0,N,501
2,1,1,1,4,0,25-02800,75,1,4,130
1,1,1,1,5,0,25-02800,58,0,2,434
1,1,1,1,7,0,25-02800,64,0,2,25
1,5,1,2,N,0,25-01300,62,1,3,501
1,1,1,1,9,0,25-01000,74,1,3,501
1,N,1,1,N,0,25-00703,60,2,4,501
2,1,1,1,7,0,25-02800,54,0,2,42
1,N,1,1,N,0,25-00703,19,2,4,501
1,N,1,2,N,0,25-01000,21,0,2,450
2,1,1,1,6,0,25-02800,2,0,6,501
1,N,1,2,N,4,25-01000,76,1,3,204
1,1,2,2,9,0,25-00703,49,1,3,501
2,1,1,1,8,0,25-00703,73,2,4,501
2,N,1,2,N,0,25-00703,50,2,4,501
2,4,1,1,3,0,25-01000,61,0,7,501
1,1,1,1,4,0,25-00703,78,0,4,501
2,1,1,1,3,0,25-00503,60,0,3,501
2,2,1,2,0,0,25-02800,88,5,7,501
1,1,1,1,8,0,25-01300,57,0,2,501
2,1,1,1,5,0,25-00503,70,0,2,501
1,5,1,2,5,0,25-00503,56,0,3,N
2,N,1,1,N,0,25-00703,59,2,4,501
2,1,1,1,1,0,25-00703,3,0,2,339
2,1,1,2,4,0,25-00703,64,0,2,501
1,1,9,1,7,0,25-00703,72,0,2,0
1,1,1,1,9,0,25-01000,64,0,2,N
1,1,1,2,3,0,25-01000,48,0,3,59
