AGEP,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,DEYE,PINCP_DECILE,EDU
46,1,5,2,1,1,N,2,5,7
23,1,1,1,1,1,N,2,6,5
40,1,1,2,1,1,N,2,7,9
59,1,1,2,1,1,N,2,9,9
57,1,N,1,1,1,N,2,N,N
52,1,N,1,1,1,N,2,N,2
7,1,4,2,1,1,N,2,7,9
44,1,6,1,1,1,N,2,6,10
70,1,6,2,3,0,N,2,0,9
23,9,1,1,1,1,N,2,9,9
16,1,1,2,1,2,N,2,7,11
75,1,6,1,1,1,N,2,8,9
2,1,1,1,1,1,N,2,4,5
86,1,6,2,3,0,N,2,4,7
31,1,4,2,1,1,N,2,5,9
2,1,1,1,1,1,N,2,0,9
35,1,6,2,1,1,N,2,2,9
38,2,1,2,1,1,N,2,7,8
67,1,N,1,1,2,N,2,N,3
4,1,6,1,1,1,N,2,8,N
15,1,1,2,1,1,N,2,0,5
33,1,6,1,1,2,N,2,3,7
21,1,4,2,1,1,N,2,7,1
40,1,N,1,1,1,N,2,N,3
13,1,6,2,3,0,N,2,2,3
72,1,1,2,1,2,N,2,6,7
24,1,4,2,1,2,N,2,4,7
44,1,1,1,1,2,N,2,4,8
4,1,1,1,1,1,N,2,8,10
11,1,1,1,1,1,N,2,9,5
16,1,6,1,1,1,N,2,8,N
44,1,1,1,1,1,N,2,9,6
52,9,6,2,1,1,N,2,8,9
18,6,1,1,1,1,N,2,2,10
32,1,6,1,1,2,N,2,5,1
62,1,1,2,1,1,N,2,7,9
84,1,1,2,1,1,N,2,7,10
83,1,1,1,1,1,N,2,9,10
51,1,3,2,1,1,N,2,6,5
71,2,6,2,3,0,N,2,2,9
39,1,4,1,1,1,N,2,5,8
10,1,1,1,1,1,N,2,5,9
38,1,1,2,1,2,N,2,5,7
24,1,1,2,1,1,N,2,5,9
55,1,N,2,1,1,N,2,N,N
53,1,1,2,1,1,N,2,4,8
62,1,1,1,1,1,N,2,9,7
57,1,1,1,1,1,N,2,5,5
69,1,N,2,1,1,N,2,N,3
5,1,N,1,1,1,N,2,N,N
54,1,N,1,1,1,N,2,N,2
65,2,3,2,1,1,N,2,8,5
72,1,N,2,1,1,N,2,N,1
55,1,1,1,1,1,N,2,1,9
55,1,3,2,1,1,N,2,3,5
38,1,1,2,1,1,N,2,2,7
74,6,6,1,1,1,N,2,7,9
19,1,N,1,1,2,N,2,N,3
71,1,1,1,1,1,N,2,9,9
72,1,6,2,1,2,N,2,5,7
55,1,1,1,1,1,N,2,8,10
59,1,1,1,1,2,N,2,9,11
65,6,1,1,1,1,N,2,8,10
21,1,6,2,1,1,N,2,0,10
38,1,1,1,1,2,N,2,6,10
54,1,6,2,1,1,N,2,1,9
47,1,N,2,1,2,N,2,N,3
66,9,1,2,1,2,N,2,9,11
35,6,6,2,1,2,N,2,2,7
51,1,3,2,1,2,N,2,3,5
65,1,6,1,1,1,N,2,4,7
24,9,6,2,1,1,N,2,8,5
33,1,6,1,1,1,N,2,0,7
52,1,1,1,1,1,N,2,7,8
53,1,1,1,1,1,N,2,9,10
59,1,6,1,1,2,5,2,2,8
24,1,N,2,1,2,N,2,N,2
36,2,1,1,1,1,N,1,0,10
7,6,1,2,1,1,N,2,9,9
27,1,1,2,1,2,N,2,9,9
47,1,1,2,1,1,N,2,3,5
23,1,1,2,1,1,N,2,0,9
42,1,1,2,1,1,N,2,5,10
60,1,6,2,1,1,N,2,4,5
5,1,1,1,1,1,N,2,6,5
22,1,6,1,1,1,N,2,8,9
18,1,1,1,1,2,N,2,8,11
65,1,4,2,1,2,N,2,3,4
42,1,1,2,1,1,N,2,1,7
59,1,N,1,1,1,N,2,N,3
43,1,1,1,1,1,N,2,7,9
58,1,6,2,1,2,N,2,3,9
6,1,4,2,1,1,N,2,7,5
53,9,1,1,1,2,N,2,0,5
20,1,2,2,1,1,N,2,0,8
20,1,1,1,1,1,1,2,3,5
55,6,1,2,1,2,N,2,6,5
63,1,5,2,1,1,N,2,9,12
16,1,6,2,1,2,N,2,4,9
73,1,6,2,1,2,N,2,3,7
10,1,1,2,1,1,N,2,9,10
13,6,1,1,1,1,N,2,9,10
0,1,N,1,1,1,1,2,N,3
60,1,6,2,1,2,N,2,6,5
41,1,6,1,1,1,N,2,6,7
64,1,1,2,1,2,N,2,9,10
22,1,3,2,1,1,N,2,9,12
44,6,N,1,1,1,N,2,N,3
63,1,3,2,1,1,N,2,6,5
55,1,4,2,1,1,N,2,4,8
11,2,1,1,1,1,N,2,9,9
32,1,6,2,1,2,N,2,7,10
49,1,6,1,3,0,N,2,1,4
58,1,6,2,1,2,N,2,0,9
12,1,1,1,1,2,N,2,8,9
72,1,6,1,1,1,N,2,1,7
36,1,1,2,1,1,N,2,4,5
11,1,1,1,1,1,N,2,7,9
61,1,1,2,1,1,N,2,1,9
74,1,N,1,1,1,N,2,N,2
75,1,1,1,1,1,N,2,7,9
56,6,4,2,1,1,N,2,6,8
41,1,N,1,1,2,N,2,N,3
77,1,6,2,3,0,1,2,1,6
16,1,1,1,1,1,N,2,9,10
16,1,N,2,1,1,N,2,N,2
16,1,1,2,1,1,N,2,2,5
55,1,1,1,1,1,N,2,7,8
33,6,3,2,1,1,N,2,4,7
47,1,1,1,1,1,N,2,9,10
58,1,3,1,1,1,N,2,4,9
21,1,1,1,1,1,N,2,5,8
61,1,1,1,1,1,N,2,9,10
14,1,N,2,1,1,N,2,N,3
41,1,5,2,1,1,N,2,5,12
74,1,N,2,1,2,N,2,N,3
0,1,1,2,1,1,N,2,1,2
23,1,N,2,1,1,N,2,N,N
19,1,N,1,1,1,N,2,N,3
18,1,1,1,1,2,N,2,5,8
17,1,6,2,1,1,N,2,6,9
67,1,6,1,1,1,N,2,5,8
16,6,1,1,1,1,5,1,9,9
58,9,3,2,1,2,N,2,9,9
69,1,6,2,1,2,N,2,4,9
30,1,1,2,1,1,N,2,7,11
36,1,1,2,1,1,N,2,9,10
35,1,6,1,1,2,N,2,6,9
35,1,1,2,1,1,N,2,8,11
33,1,1,1,1,1,N,2,7,9
45,1,4,2,1,1,N,2,8,9
32,1,1,1,1,1,N,2,3,11
74,1,4,2,1,2,N,2,4,7
21,1,N,1,1,1,1,2,N,N
57,1,3,2,2,0,N,2,1,7
21,1,1,2,1,1,N,2,2,9
45,1,6,2,1,1,N,2,8,9
63,1,N,2,1,1,N,2,N,3
45,6,1,1,1,1,N,2,0,5
65,1,4,2,1,1,N,2,4,10
48,1,6,2,1,2,N,2,5,9
53,1,1,1,1,1,N,2,9,7
73,1,4,1,1,1,N,2,8,5
9,2,6,2,1,1,N,2,1,7
57,6,3,2,1,1,N,2,3,7
69,2,1,2,1,1,N,2,6,9
51,1,6,1,1,1,N,2,1,7
35,1,6,2,1,2,N,2,5,9
54,1,1,1,1,1,N,2,9,10
86,1,1,1,1,1,N,2,9,10
40,1,1,2,1,1,N,2,6,5
54,1,4,2,1,1,N,2,5,10
16,1,N,2,1,1,N,2,N,3
68,1,6,2,1,1,N,2,7,5
69,1,1,2,1,1,N,2,3,11
63,1,1,2,1,1,N,2,5,7
23,1,1,2,1,1,N,2,1,9
19,1,1,2,1,1,N,2,5,5
73,1,6,2,1,2,N,2,1,8
24,1,1,1,1,1,N,2,7,3
20,2,N,2,1,1,N,2,N,3
71,1,3,2,1,1,N,2,8,9
16,1,2,1,1,1,N,2,7,12
42,1,1,2,1,2,N,2,7,5
9,1,6,1,3,0,1,2,0,7
16,6,1,2,1,1,N,2,9,9
66,1,1,2,1,1,N,2,3,8
55,1,1,2,1,1,N,2,6,5
20,1,3,2,1,1,N,2,3,5
54,1,1,2,1,2,N,2,2,10
54,2,4,2,1,2,N,2,9,7
77,1,4,2,1,1,N,2,2,7
36,1,1,1,1,1,N,2,1,2
51,1,6,2,1,1,N,2,4,4
39,1,N,1,1,2,N,2,N,3
36,1,3,2,1,1,N,2,4,5
70,1,1,2,1,1,N,2,3,9
63,2,6,2,1,2,N,2,1,7
60,1,1,2,1,1,N,2,1,5
61,6,6,2,1,1,N,2,0,4
76,9,6,1,3,0,N,2,1,4
66,1,N,1,1,1,N,2,N,1
53,1,N,1,1,1,N,2,N,2
2,1,6,2,1,1,N,2,0,4
6,1,1,1,1,1,N,2,4,10
33,1,6,2,3,0,N,1,4,9
41,1,1,1,1,1,N,2,9,9
12,1,4,1,1,1,N,2,6,9
13,6,N,2,1,1,N,2,N,3
11,1,1,1,1,1,N,2,8,10
12,1,1,2,1,1,N,2,3,6
9,1,N,2,1,1,N,2,N,3
1,1,1,2,1,1,N,1,9,10
10,1,6,2,1,2,N,2,2,7
49,1,6,2,1,1,N,2,6,5
18,1,6,2,3,0,N,2,5,9
2,1,3,2,1,2,N,2,2,5
66,2,1,1,1,1,N,2,9,10
45,1,1,1,1,1,N,2,5,5
8,1,1,1,1,1,N,2,1,2
5,1,1,2,1,1,N,2,9,10
75,1,N,1,1,1,N,2,N,3
51,1,1,2,1,1,N,2,6,9
71,9,6,1,1,2,N,2,7,5
46,1,6,2,1,1,N,2,2,5
56,1,1,1,1,1,N,2,8,9
28,1,1,1,1,2,N,2,9,9
9,1,3,2,1,2,N,2,7,5
34,1,3,2,3,0,N,2,2,5
46,1,4,2,1,1,N,2,7,9
56,1,1,2,1,1,N,2,8,9
46,1,1,2,1,1,N,2,9,9
59,1,N,2,1,1,N,2,N,2
49,1,6,2,1,2,N,2,2,8
21,1,6,1,1,1,N,2,6,9
23,1,N,1,3,1,N,2,N,11
49,2,1,2,1,1,N,2,7,8
15,1,1,1,1,2,N,2,2,5
59,1,1,2,1,1,N,2,4,5
35,1,6,1,1,1,N,2,8,N
83,1,1,2,1,2,N,2,9,11
10,1,1,2,1,1,N,2,2,9
6,6,N,2,1,1,N,2,N,2
72,1,6,2,1,1,N,2,N,7
71,1,3,2,1,1,N,2,8,9
74,1,6,1,1,1,N,2,0,4
62,1,1,1,1,1,N,2,8,9
1,1,N,1,1,1,N,2,N,1
37,1,6,2,1,1,N,2,4,9
67,1,4,1,1,2,N,2,4,5
4,1,1,2,1,1,N,2,1,9
15,1,N,2,1,1,N,2,N,3
4,1,4,1,1,1,N,2,6,5
23,1,1,2,1,1,N,2,7,10
50,1,1,2,1,1,N,2,8,9
85,1,1,2,1,1,N,2,5,12
51,1,6,2,1,1,N,2,6,8
36,1,6,2,1,2,N,2,7,9
52,1,1,1,1,1,N,2,8,10
72,1,6,2,1,1,N,2,5,10
61,1,1,1,1,1,N,2,3,10
61,1,N,2,1,2,N,2,N,3
36,1,6,2,3,0,N,2,2,5
40,1,1,2,1,1,N,2,2,5
5,6,1,2,1,1,N,2,4,5
44,1,1,1,1,1,N,2,8,10
25,1,1,2,1,1,N,2,6,9
62,1,N,1,1,2,N,2,N,N
77,1,1,1,1,1,N,2,8,9
35,1,1,2,1,1,N,2,9,10
60,1,1,1,1,1,N,2,9,9
60,1,3,1,1,1,N,2,3,5
16,1,1,2,1,1,N,2,6,9
43,1,1,1,1,2,N,2,9,9
73,9,N,2,1,1,N,2,N,1
42,1,1,2,1,1,N,2,4,8
13,1,6,2,3,0,N,2,0,4
55,6,6,2,1,1,N,2,8,9
