AGEP,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,DEYE,PINCP_DECILE,EDU
40,1,1,1,1,2,N,2,7,5
56,1,6,1,1,1,N,2,7,7
14,1,N,1,1,1,N,2,N,3
30,1,6,1,1,1,N,2,6,9
23,6,6,1,1,2,N,2,8,9
45,1,1,2,1,1,N,2,0,7
2,1,N,1,1,1,N,2,N,N
86,1,1,2,1,1,N,2,4,5
64,1,1,1,1,1,N,2,9,12
22,1,6,1,3,0,N,2,1,7
11,1,N,1,1,2,N,2,N,3
25,1,6,2,1,1,N,2,5,9
61,1,4,2,1,1,N,2,0,7
35,1,6,1,1,1,N,2,5,5
29,1,1,1,1,2,N,2,0,9
71,1,1,2,1,1,N,2,3,11
57,1,1,1,1,1,N,2,9,8
18,1,6,1,1,1,N,2,0,4
1,1,N,2,1,1,N,2,N,N
17,1,6,2,1,1,N,2,1,4
13,1,N,2,1,1,N,2,N,3
59,1,1,1,1,1,N,2,9,9
12,1,N,1,1,1,N,2,N,3
53,1,4,1,1,1,N,2,4,9
2,2,N,2,1,1,N,2,N,N
21,2,6,1,3,0,N,2,3,7
63,1,1,1,1,1,N,2,8,9
16,1,6,2,1,1,N,2,1,4
71,1,1,1,1,1,N,2,6,6
52,1,1,1,1,1,N,2,8,10
35,1,1,2,1,1,N,2,7,10
26,1,1,1,1,1,N,2,5,9
23,9,N,2,1,2,N,2,5,N
70,1,1,1,1,1,N,2,7,10
34,1,6,1,1,2,N,2,7,7
71,1,1,2,1,1,N,2,2,7
74,1,1,1,1,1,N,2,6,9
75,1,3,2,1,2,N,2,2,7
16,6,6,1,1,1,4,2,0,4
36,1,1,2,1,1,N,2,8,10
22,1,6,2,1,1,N,2,4,7
5,1,N,1,1,1,N,2,N,2
59,1,1,1,1,1,N,2,9,5
65,1,1,1,1,1,N,1,1,5
49,1,1,1,1,1,N,2,1,9
41,1,1,2,1,1,N,2,2,10
26,1,6,2,1,2,N,2,1,10
10,1,N,2,1,1,N,2,N,3
54,1,1,2,1,1,N,2,4,9
47,1,1,1,1,1,N,2,3,8
56,1,4,1,1,1,N,2,6,9
52,1,1,1,1,1,N,2,8,11
83,1,4,2,1,1,N,2,5,1
6,1,N,2,1,1,N,2,N,2
24,1,6,1,1,1,N,2,4,9
29,1,2,2,1,2,N,2,3,7
59,1,1,2,1,2,N,2,8,10
58,1,1,2,1,1,N,2,8,10
48,1,1,2,1,1,N,2,7,8
54,1,1,2,1,1,N,2,9,10
