,feature,divergence
22,PWGTP,14.63370160783257
23,WGTP,10.72154384077461
1,AGEP,3.262884625894955
11,INDP,2.823528109783095
14,PINCP,2.6901985269928237
16,POVPIP,0.5310812613493925
15,PINCP_DECILE,0.4300514546499629
13,EDU,0.35028560899207656
7,NPF,0.18002467592555021
10,DENSITY,0.17956280725606105
12,INDP_CAT,0.17955524839417839
3,MSP,0.11506408817455327
6,NOC,0.10001616329546506
5,RAC1P,0.08274409266887327
0,PUMA,0.04679670770288247
17,DVET,0.036870502372173035
2,SEX,0.026304100980057865
8,HOUSING_TYPE,0.022491808748892853
18,DREM,0.01990741641850114
19,DPHY,0.01915061510594728
4,HISP,0.013308434341877251
9,OWN_RENT,0.008327860537583054
20,DEYE,0.0029018041283579155
21,DEAR,0.002335229370113094
