,feature,divergence
1,AGEP,2.3050375550375546
14,PINCP,1.9538854117508357
15,PINCP_DECILE,1.5082616351106601
23,WGTP,1.1160971785801332
2,SEX,1.05751960085531
22,PWGTP,1.023534736365694
11,INDP,0.8929312496089091
0,PUMA,0.880426864801865
12,INDP_CAT,0.7493623224373507
13,EDU,0.553116391184573
3,MSP,0.3074998777586467
16,POVPIP,0.26112720326755107
10,DENSITY,0.16339601597759
7,NPF,0.13648581470271168
18,DREM,0.1178883465277493
19,DPHY,0.09565903000540041
5,RAC1P,0.09552938656073034
6,NOC,0.0599412594354642
9,OWN_RENT,0.029269457642861027
17,DVET,0.010587464019261665
4,HISP,0.006584021237840564
20,DEYE,0.006135665026218446
21,DEAR,0.005530397829607223
8,HOUSING_TYPE,0.004981887630281172
