,AGEP_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,38,0,1,2,4,2,3,381,48-02510,9,2,31,1,3,7,501,0.0
1,31,0,1,0,6,1,3,211,48-02101,7,2,50,0,2,4,501,20.0
2,73,1,4,0,N,2,2,388,48-02516,1,2,36,2,4,8,271,0.0
3,54,0,4,0,2,1,6,501,48-02515,9,1,64,0,N,7,418,20.0
4,36,0,6,0,N,2,0,501,48-02516,2,2,15,2,4,0,442,20.0
5,59,0,6,N,N,0,2,292,48-02101,2,2,60,N,N,3,106,40.0
6,61,0,1,0,2,2,5,501,48-02102,9,2,41,2,4,3,147,0.0
7,30,1,6,0,4,1,3,12,48-02510,2,1,18,1,3,4,105,0.0
8,15,4,6,2,4,1,9,501,48-02507,1,1,37,0,N,9,501,40.0
9,19,1,4,0,N,2,5,501,48-02101,1,2,41,1,2,4,116,0.0
10,66,0,4,0,2,1,7,320,48-02507,9,1,53,0,N,7,456,40.0
11,40,0,6,2,4,2,0,501,48-02515,6,1,29,0,N,8,501,20.0
12,92,4,3,0,N,1,4,501,48-02101,1,2,63,3,6,3,335,0.0
13,0,0,4,0,N,1,6,501,48-02510,9,2,52,0,N,2,41,40.0
14,76,4,3,0,N,1,4,164,48-02516,1,2,75,0,N,6,318,40.0
15,63,0,2,0,N,2,3,272,48-02102,1,1,75,0,N,2,49,40.0
16,4,1,N,3,5,1,N,N,48-02510,9,2,13,1,2,N,270,20.0
17,71,2,1,2,8,2,7,501,48-02516,1,2,45,0,2,7,501,40.0
18,8,1,N,5,7,2,N,287,48-02102,2,2,10,2,5,N,393,20.0
19,1,3,N,3,7,1,N,424,48-02510,1,1,10,2,4,N,295,20.0
20,63,4,2,0,N,1,8,0,48-02515,1,1,40,0,2,0,140,20.0
21,81,1,4,0,3,1,4,290,48-02101,8,1,65,0,N,3,110,20.0
22,15,0,6,N,N,0,1,302,48-02510,2,2,60,N,N,0,N,40.0
23,11,1,N,2,4,1,N,208,48-02507,9,1,3,1,3,N,365,20.0
24,29,0,4,2,3,1,2,249,48-02510,6,2,56,0,4,8,501,0.0
25,23,2,6,0,N,2,2,501,48-02516,1,1,24,1,2,5,244,0.0
26,60,0,4,0,2,2,2,501,48-02507,6,2,53,0,N,3,123,20.0
27,80,1,4,0,N,2,4,241,48-02515,1,1,66,0,N,7,501,40.0
28,34,1,4,0,N,2,5,129,48-02515,2,2,54,0,N,0,0,40.0
29,74,0,3,2,4,1,3,447,48-02507,6,2,70,0,2,5,501,0.0
30,30,1,1,2,8,2,5,214,48-02102,2,2,53,1,3,3,301,0.0
31,29,1,N,2,5,2,N,501,48-02507,2,2,3,2,4,N,317,40.0
32,59,1,3,N,N,0,2,241,48-02510,1,2,92,N,N,0,N,40.0
33,0,0,N,3,5,1,N,501,48-02507,9,1,2,2,4,N,392,20.0
34,52,1,2,0,N,2,5,290,48-02102,1,2,33,0,N,0,0,40.0
35,49,1,4,0,N,2,5,304,48-02507,1,1,33,0,N,7,382,40.0
36,34,4,4,0,N,1,2,249,48-02101,1,2,56,0,2,5,164,20.0
37,79,0,2,2,11,1,7,149,48-02102,2,2,42,0,7,0,351,0.0
38,35,0,4,0,N,1,4,85,48-02507,9,2,66,0,N,6,398,40.0
39,62,0,6,0,4,1,0,501,48-02102,6,1,33,0,N,6,332,20.0
40,36,4,4,3,7,1,7,501,48-02507,1,1,52,0,3,6,412,0.0
41,12,1,N,2,3,1,N,12,48-02101,9,1,13,1,6,N,501,20.0
42,20,1,6,0,3,1,0,501,48-02101,9,1,18,1,6,1,501,20.0
43,7,4,4,0,N,1,8,501,48-02510,1,1,80,0,N,6,315,40.0
44,12,4,N,2,4,2,9,501,48-02516,1,1,1,5,7,N,159,0.0
45,15,0,6,4,7,1,2,292,48-02515,6,2,34,0,3,0,501,0.0
46,52,4,6,1,4,1,5,501,48-02510,1,2,31,0,2,3,245,0.0
47,84,1,4,0,N,2,7,501,48-02102,1,2,75,0,2,2,59,20.0
48,10,4,N,3,5,1,N,429,48-02510,1,2,1,1,4,N,501,20.0
49,72,0,2,0,N,1,4,501,48-02516,9,1,27,2,6,0,372,0.0
50,56,4,1,0,2,1,5,501,48-02510,8,1,37,0,2,8,501,60.0
51,43,1,1,3,5,2,3,467,48-02515,2,2,25,0,2,0,326,0.0
52,17,1,3,0,N,2,3,N,48-02101,1,2,45,0,N,4,144,40.0
53,73,0,5,0,8,2,7,115,48-02515,2,2,60,0,N,2,44,20.0
54,34,0,4,0,N,1,5,163,48-02516,2,1,46,2,3,4,113,0.0
55,33,2,6,2,8,2,4,446,48-02515,1,2,23,1,2,4,188,20.0
56,39,1,6,0,2,2,4,389,48-02101,9,1,15,1,2,1,56,20.0
57,61,0,1,0,3,2,6,251,48-02510,6,1,33,1,3,8,501,20.0
58,47,0,1,0,3,2,0,222,48-02102,9,1,36,2,4,4,147,0.0
59,67,1,5,4,6,2,6,256,48-02102,1,1,66,0,N,7,428,0.0
60,71,0,4,4,7,1,8,223,48-02102,9,1,56,0,N,8,501,20.0
61,34,0,4,1,N,2,3,65,48-02516,2,2,65,0,N,6,295,20.0
62,31,1,1,3,5,1,7,136,48-02515,6,1,43,2,4,8,491,0.0
63,59,1,3,0,N,2,5,253,48-02515,1,2,75,0,N,3,122,40.0
64,7,4,4,3,5,1,0,279,48-02507,1,2,49,0,3,0,412,20.0
