,AGEP_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,76,0,6,2,3,2,7,336,48-02101,9,2,25,2,3,0,0,40.0
1,30,1,1,1,3,2,6,107,48-02101,9,1,42,3,5,5,317,0.0
2,50,4,2,1,2,1,9,415,48-02101,1,2,27,0,6,8,501,0.0
3,59,2,6,1,2,1,4,305,48-02507,1,2,16,2,4,0,233,0.0
4,56,1,6,1,7,1,4,289,48-02101,9,1,18,1,6,1,501,20.0
5,33,1,6,2,N,1,6,405,48-02516,9,1,20,0,3,3,501,0.0
6,39,2,1,3,3,2,6,182,48-02516,1,1,48,0,2,9,501,0.0
7,49,0,5,0,N,1,5,419,48-02510,2,1,30,0,4,4,321,20.0
8,39,0,N,2,3,1,9,144,48-02516,9,2,13,2,4,N,292,20.0
9,76,0,1,0,5,2,9,339,48-02507,8,2,33,3,5,4,319,20.0
10,36,0,4,0,7,1,4,302,48-02516,6,1,31,0,4,1,381,20.0
11,29,1,6,0,6,1,5,501,48-02516,8,1,21,0,5,4,287,20.0
12,59,4,6,2,4,2,3,298,48-02516,1,1,15,5,7,0,159,0.0
13,54,4,1,0,4,1,8,501,48-02516,9,2,40,1,4,8,326,40.0
14,34,1,2,1,2,1,3,404,48-02516,1,1,45,0,N,8,501,0.0
15,29,0,6,0,N,2,4,246,48-02515,6,1,29,0,N,8,501,60.0
16,27,0,4,1,8,2,6,208,48-02102,2,2,53,1,3,5,156,20.0
17,20,0,4,3,2,1,5,257,48-02507,9,1,53,0,N,7,456,0.0
18,63,1,4,0,5,1,3,270,48-02515,8,1,42,0,2,7,487,20.0
19,59,1,1,0,2,1,2,501,48-02515,6,1,43,2,4,8,491,0.0
20,38,0,2,11,2,1,5,N,48-02507,2,2,83,0,N,2,57,0.0
21,33,1,5,2,8,2,6,37,48-02507,1,2,55,0,2,6,430,20.0
22,85,4,6,0,4,2,5,145,48-02507,1,2,23,1,2,2,57,0.0
23,5,4,N,0,N,1,4,112,48-02102,1,2,5,3,5,N,264,20.0
24,29,1,2,1,2,2,9,227,48-02516,1,2,29,0,4,3,501,20.0
25,44,1,4,0,5,2,3,328,48-02510,1,1,69,0,N,6,371,20.0
26,28,1,1,0,3,1,3,180,48-02516,9,1,48,0,3,8,501,40.0
27,22,0,N,1,4,0,0,164,48-02101,1,2,9,N,N,N,N,0.0
28,55,1,6,0,N,1,7,172,48-02510,2,1,18,1,3,4,105,0.0
29,5,1,4,0,4,2,0,315,48-02102,8,1,64,0,N,7,394,20.0
30,18,1,3,0,5,2,1,433,48-02101,1,2,45,0,N,4,144,20.0
31,92,1,3,0,2,1,9,210,48-02510,1,2,67,0,N,3,93,20.0
32,70,1,1,0,2,2,N,252,48-02507,8,2,26,1,3,4,162,0.0
33,37,0,1,0,3,1,3,21,48-02510,3,1,55,0,2,9,501,20.0
34,42,0,2,1,N,1,5,483,48-02510,6,1,16,0,3,0,501,0.0
35,34,4,N,2,4,1,6,225,48-02510,1,2,1,1,4,N,501,20.0
36,52,0,4,0,3,0,0,295,48-02101,1,2,46,N,N,0,N,20.0
37,60,1,1,2,2,2,9,458,48-02507,8,1,26,1,3,2,162,0.0
38,38,0,6,1,5,0,7,279,48-02507,1,1,21,N,N,2,26,0.0
39,45,2,4,0,3,1,4,446,48-02507,1,2,44,0,N,0,0,20.0
40,63,1,5,0,4,1,3,113,48-02101,1,1,53,0,2,1,211,20.0
41,10,0,N,0,N,1,4,287,48-02515,6,2,1,1,3,N,501,0.0
42,19,1,N,0,N,2,0,315,48-02101,1,2,2,2,3,N,119,0.0
43,50,0,6,0,3,1,7,307,48-02515,3,2,24,0,4,2,330,20.0
44,21,0,6,1,3,2,7,81,48-02101,3,1,47,0,N,4,182,0.0
45,40,0,4,0,N,1,2,71,48-02510,6,2,56,0,4,8,501,20.0
46,63,0,4,0,4,0,0,166,48-02516,2,1,40,N,N,4,150,0.0
47,42,1,2,3,3,2,1,197,48-02507,1,1,68,0,N,4,198,0.0
48,73,4,1,0,3,2,4,210,48-02515,8,1,22,0,2,7,439,20.0
49,60,0,3,1,6,1,0,131,48-02507,6,2,70,0,2,5,501,0.0
50,62,0,1,1,6,2,6,311,48-02101,3,1,49,2,4,6,501,20.0
51,61,0,4,0,2,1,5,501,48-02102,6,2,77,0,N,3,109,20.0
52,35,1,6,1,N,1,5,275,48-02101,3,2,33,2,3,6,229,0.0
53,70,4,3,0,7,1,0,238,48-02101,1,2,63,3,6,3,335,0.0
54,29,4,4,0,2,1,0,451,48-02510,1,1,80,0,N,6,315,20.0
55,76,4,4,0,N,2,4,245,48-02101,1,2,27,2,3,3,91,0.0
56,87,1,2,1,2,2,0,189,48-02515,1,1,40,0,N,5,235,0.0
57,58,1,4,0,5,2,7,96,48-02515,1,1,66,0,N,7,501,40.0
58,28,0,4,0,6,1,3,377,48-02515,9,1,64,0,N,7,418,20.0
59,34,4,3,0,4,1,3,94,48-02516,1,2,75,0,N,6,318,20.0
60,32,0,6,0,4,2,7,458,48-02101,6,1,33,0,2,6,501,20.0
61,6,0,1,0,13,1,2,162,48-02510,8,1,46,0,3,4,227,20.0
62,48,0,4,0,7,1,0,290,48-02507,9,2,66,0,N,6,398,20.0
