"AGEP","RAC1P","MSP","SEX","HOUSING_TYPE","OWN_RENT","DVET","DEYE","PINCP_DECILE","EDU"
"13","1","N","1","1","1","N","2","N","1"
"48","1","1","1","1","2","N","2","9","9"
"16","8","6","1","1","2","N","2","1","4"
"17","1","6","2","1","1","N","2","0","4"
"21","1","4","1","1","2","N","2","3","5"
"1","1","N","2","1","2","N","2","N","N"
"75","2","1","2","1","1","N","2","8","10"
"67","2","1","1","1","1","N","2","4","5"
"34","1","6","1","1","2","N","2","7","10"
"35","2","6","1","1","2","N","2","8","9"
"27","8","6","2","1","1","N","2","3","4"
"55","1","4","1","1","1","N","2","7","9"
"28","1","6","2","1","2","N","2","4","9"
"22","2","6","2","1","1","N","2","1","6"
"40","1","1","2","1","2","N","2","8","9"
"67","2","4","2","1","2","N","2","4","5"
"21","1","6","1","1","2","N","2","7","8"
"20","2","6","1","3","0","N","2","0","5"
"66","1","1","1","1","1","N","2","2","5"
"34","1","6","2","1","2","N","2","7","10"
"28","1","6","2","1","1","N","2","4","9"
"21","2","6","2","1","2","N","2","1","5"
"29","1","1","1","1","1","N","2","4","9"
"57","1","1","2","1","2","N","2","8","10"
"57","1","1","1","1","2","N","2","6","5"
"41","6","6","1","1","2","N","2","2","9"
"32","1","1","1","1","1","N","2","7","10"
"19","2","6","1","1","2","N","2","2","7"
"22","1","6","2","1","1","N","2","2","6"
"50","1","6","1","1","1","N","2","9","10"
"4","1","N","1","1","1","N","2","N","2"
"21","1","6","2","1","1","N","2","7","8"
"50","1","6","1","1","2","N","2","9","10"
"34","1","6","2","1","2","N","2","7","10"
"24","2","6","2","1","2","N","2","5","9"
"29","2","6","2","1","1","N","2","7","7"
"49","2","1","1","1","1","N","2","3","4"
"57","1","4","2","1","1","N","2","8","5"
"21","1","6","2","1","2","N","2","3","7"
"41","6","1","2","1","2","N","2","0","9"
"36","1","1","2","1","2","N","2","6","12"
"16","2","6","1","1","2","N","2","7","3"
"21","2","6","2","1","2","N","2","7","8"
"51","1","4","2","1","2","N","2","5","7"
"34","1","6","1","1","2","N","2","7","10"
"24","2","6","2","1","2","N","2","5","9"
"32","1","1","1","1","1","N","2","7","7"
"35","1","6","2","1","1","N","2","8","9"
"64","1","1","2","1","2","N","2","0","5"
"22","2","6","2","1","2","N","2","1","7"
"21","2","6","2","1","1","N","2","1","5"
"21","2","5","2","1","2","N","2","3","7"
"4","1","N","1","1","2","N","2","N","1"
"21","2","6","2","1","2","N","2","7","5"
"29","1","1","1","1","2","N","2","7","9"
"57","1","1","1","1","1","N","2","8","5"
"41","6","6","2","1","1","N","2","2","7"
"16","6","6","1","1","1","N","2","0","3"
"29","2","6","1","1","2","N","2","4","4"
"57","1","1","1","1","1","N","2","8","8"
"72","1","4","2","1","2","N","2","3","5"
"66","2","1","2","1","2","N","2","2","5"
"32","1","1","2","1","1","N","2","7","9"
"15","1","6","2","1","1","N","2","5","3"
"13","1","N","2","1","1","N","2","N","3"
"4","1","N","1","1","1","N","2","N","1"
"52","1","1","2","1","2","N","2","5","6"
"71","1","1","1","1","2","N","2","8","9"
"75","2","1","2","1","1","N","2","8","10"
"1","1","N","2","1","2","N","2","N","N"
"19","2","6","1","3","0","N","2","2","7"
"1","1","N","2","1","2","N","2","N","N"
"20","1","6","1","3","0","N","2","0","7"
"4","1","N","2","1","2","N","2","N","3"
"52","1","1","2","1","2","N","2","5","7"
"51","1","4","2","1","2","N","2","5","9"
"63","2","1","2","1","1","N","2","5","5"
"21","2","6","2","1","1","N","2","7","5"
"35","1","6","1","1","2","N","2","8","9"
"32","1","1","2","1","1","N","2","7","10"
"21","2","4","2","1","2","N","2","3","5"
"48","1","1","1","1","1","N","2","9","9"
"28","2","6","2","1","2","N","2","4","7"
"16","6","6","1","1","2","N","2","0","4"
"7","8","N","1","1","1","N","2","N","3"
"40","1","1","1","1","1","N","2","8","9"
"10","2","N","1","1","1","N","2","N","3"
"58","2","1","2","1","1","N","2","0","8"
