,AGEP_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,54,4,4,0,2,1,8,284,48-02102,1,2,27,3,5,7,264,0.0
1,55,4,4,0,3,1,3,110,48-02510,1,1,80,0,N,6,315,20.0
2,59,1,5,0,N,2,7,241,48-02507,1,2,55,0,2,6,430,20.0
3,52,0,5,0,5,1,0,501,48-02510,2,1,30,0,4,4,321,20.0
4,26,4,5,0,2,1,N,501,48-02516,1,1,34,0,N,7,379,20.0
5,36,4,6,0,2,1,4,501,48-02101,1,2,34,0,N,8,489,20.0
6,11,1,N,1,5,1,N,501,48-02507,9,1,3,1,3,N,365,40.0
7,12,1,N,3,5,1,N,441,48-02507,9,2,13,2,3,N,137,20.0
8,53,2,4,0,3,2,8,211,48-02507,1,2,92,3,6,8,449,20.0
9,57,1,1,0,N,1,8,328,48-02515,9,1,88,0,2,3,111,20.0
10,37,0,6,0,2,2,0,203,48-02515,6,1,29,0,N,8,501,20.0
11,80,0,4,0,3,0,7,501,48-02515,2,1,62,N,N,2,46,0.0
12,22,0,1,N,4,1,9,501,48-02515,3,2,43,0,4,1,330,20.0
13,39,0,1,4,6,2,1,314,48-02102,9,2,41,2,4,3,147,0.0
14,39,0,4,0,3,2,3,383,48-02515,2,1,57,0,N,1,0,20.0
15,35,0,4,1,3,1,0,501,48-02102,9,1,56,0,N,8,501,20.0
16,66,1,4,0,2,2,7,501,48-02510,1,1,69,0,N,6,371,20.0
17,29,0,6,0,3,1,0,251,48-02102,3,2,18,1,4,0,455,20.0
18,4,1,2,3,5,2,3,459,48-02102,1,2,33,0,N,0,0,0.0
19,68,0,4,0,N,1,5,501,48-02510,9,2,52,0,N,2,41,40.0
20,13,4,N,4,6,1,N,501,48-02515,1,1,11,3,6,N,161,40.0
21,62,0,2,0,3,2,N,124,48-02101,2,2,63,0,N,4,176,20.0
22,11,4,N,0,2,1,N,366,48-02510,9,1,13,2,4,N,501,20.0
23,27,0,6,0,6,1,2,452,48-02102,3,1,20,0,3,0,501,20.0
24,27,0,1,1,3,1,3,228,48-02516,3,2,42,0,4,0,304,0.0
25,34,3,1,1,3,2,8,320,48-02102,1,2,40,0,2,6,501,0.0
26,56,0,5,1,4,2,0,495,48-02102,1,1,56,0,N,6,304,20.0
27,8,1,3,1,3,1,8,501,48-02515,1,2,71,2,8,2,501,20.0
28,62,1,1,0,2,2,6,312,48-02102,2,2,53,1,3,3,301,0.0
29,51,4,4,3,7,1,3,465,48-02101,1,2,56,0,2,5,164,0.0
30,36,4,3,0,N,1,9,501,48-02510,1,2,71,0,2,4,245,20.0
31,36,4,3,2,4,1,6,395,48-02507,1,2,63,0,N,8,501,0.0
32,26,4,4,0,2,1,3,395,48-02515,1,2,69,0,N,5,273,20.0
33,20,1,6,0,5,0,0,N,48-02510,1,2,87,N,N,2,N,20.0
34,4,1,2,3,5,2,4,320,48-02101,1,1,25,1,7,4,179,20.0
35,80,1,3,0,2,2,3,501,48-02102,1,2,84,0,3,2,501,40.0
36,13,4,N,0,2,1,N,219,48-02510,1,2,1,1,4,N,501,20.0
37,81,0,4,0,3,1,9,501,48-02516,6,1,31,0,4,1,381,20.0
38,5,1,N,4,6,1,N,419,48-02510,9,2,13,1,2,N,270,20.0
39,13,1,N,1,4,2,N,224,48-02516,2,1,10,0,4,N,501,40.0
40,53,2,1,0,N,2,3,65,48-02102,1,1,40,0,2,6,501,20.0
41,42,1,3,0,N,2,4,181,48-02515,1,2,75,0,N,3,122,40.0
42,27,0,1,0,2,2,6,7,48-02101,3,1,49,2,4,6,501,20.0
43,0,1,N,4,6,2,N,37,48-02507,8,2,2,1,3,N,162,20.0
44,42,1,6,0,2,1,0,411,48-02516,9,1,20,0,3,3,501,20.0
45,52,0,5,0,2,1,0,474,48-02515,2,2,36,0,6,5,257,20.0
46,58,4,6,0,2,1,2,394,48-02101,1,1,18,0,2,0,164,40.0
47,76,0,1,0,3,2,2,310,48-02507,6,1,67,0,2,3,116,20.0
48,27,1,1,0,N,1,7,322,48-02515,3,1,59,0,2,8,380,20.0
49,27,0,1,0,2,1,3,228,48-02101,3,2,70,0,2,2,378,40.0
50,34,0,6,3,5,0,0,N,48-02510,2,2,60,N,N,0,N,40.0
51,39,4,2,3,5,2,4,199,48-02102,1,2,24,0,N,2,70,0.0
52,53,0,4,0,2,0,2,N,48-02507,1,1,59,N,N,3,85,0.0
53,12,4,1,3,N,1,8,303,48-02515,9,1,74,0,2,2,43,0.0
54,55,1,4,0,2,2,8,501,48-02507,1,1,33,0,N,7,382,20.0
55,77,0,4,0,5,1,5,472,48-02510,6,2,56,0,4,8,501,20.0
56,75,0,5,2,3,1,N,211,48-02101,2,1,60,0,2,4,397,0.0
57,57,0,4,0,6,1,7,501,48-02507,9,2,66,0,N,6,398,20.0
58,22,1,1,0,5,1,3,474,48-02101,9,2,37,1,3,2,280,0.0
59,36,4,2,1,3,1,7,370,48-02101,1,2,27,0,6,8,501,0.0
60,36,0,3,0,2,1,6,443,48-02516,2,2,70,0,4,5,501,20.0
61,36,4,3,0,6,1,4,460,48-02516,1,2,75,0,N,6,318,20.0
62,33,0,2,0,5,0,7,229,48-02510,1,1,79,N,N,3,N,0.0
63,61,0,1,0,6,2,4,419,48-02510,9,1,25,1,3,5,154,0.0
64,79,0,6,0,2,1,7,501,48-02510,8,2,29,0,6,4,501,40.0
65,63,1,4,2,4,2,5,501,48-02102,1,2,75,0,2,2,59,0.0
66,34,2,1,5,2,2,2,1,48-02510,1,1,51,2,4,5,132,0.0
67,46,0,3,1,5,2,6,501,48-02516,2,2,62,0,N,3,80,0.0
68,51,1,1,3,5,2,5,242,48-02515,2,2,25,0,2,0,326,0.0
69,10,1,N,N,4,2,N,278,48-02101,9,2,14,2,3,N,330,20.0
70,56,0,4,1,3,0,2,N,48-02101,1,2,46,N,N,0,N,20.0
71,47,1,4,0,2,1,7,501,48-02101,8,1,65,0,N,3,110,20.0
72,62,0,6,0,3,0,2,N,48-02101,2,2,60,N,N,3,106,0.0
73,26,0,5,0,2,2,N,26,48-02507,1,2,31,1,5,5,167,0.0
74,50,1,N,3,5,2,N,349,48-02507,2,2,3,2,4,N,317,20.0
75,48,0,3,0,2,1,8,501,48-02510,2,2,61,0,N,9,501,40.0
76,52,0,5,2,5,2,0,331,48-02510,1,1,49,0,N,8,501,0.0
77,29,1,1,0,3,1,8,501,48-02101,5,2,56,0,3,2,228,40.0
78,56,1,N,1,2,1,N,60,48-02101,3,1,14,2,3,N,229,20.0
79,60,0,6,0,N,1,2,278,48-02515,3,1,21,0,4,0,330,20.0
80,50,0,4,0,3,1,7,501,48-02507,6,1,41,0,2,8,501,40.0
81,13,1,N,4,3,1,N,501,48-02510,2,1,14,1,3,N,105,40.0
82,15,2,6,1,2,2,4,257,48-02507,1,1,15,3,6,0,449,20.0
83,35,0,6,4,6,1,2,152,48-02102,6,1,33,0,N,6,332,0.0
