,AGEP_x,DEAR_x,DENSITY_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_x,PINCP_DECILE_x,POVPIP_x,PUMA,PWGTP_x,RAC1P,SEX,WGTP_x,AGEP_y,DEAR_y,DENSITY_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,INDP_y,NOC_y,NPF_y,PINCP_y,PINCP_DECILE_y,POVPIP_y,PWGTP_y,WGTP_y,percent_match
0,26,2,7,2,2,2,N,9,0,1,3365,4,6,0,4,1,100000.0,8,501,06-08507,144,1,2,86,26,2,7,2,2,2,N,1,3365,0,4,100000.0,8,501,145,87,87.5
1,89,1,7,2,1,1,N,5,0,2,N,N,2,N,N,0,0.0,0,N,06-08507,70,1,2,0,94,1,7,2,1,1,N,2,N,N,N,0.0,0,N,68,0,87.5
2,67,2,7,2,2,2,N,11,0,1,8090,12,4,0,N,1,26900.0,4,223,08-00803,47,1,2,47,67,2,7,2,2,2,N,1,8090,0,N,26900.0,4,223,47,47,100.0
3,31,2,0,2,2,2,N,9,0,1,4971,6,5,1,2,2,23000.0,4,132,38-00100,82,1,2,82,31,2,0,2,2,2,N,1,4971,1,2,23000.0,4,132,82,82,100.0
4,38,2,8,2,2,2,N,9,0,1,7870,11,4,0,N,1,112000.0,9,501,26-02702,110,1,1,110,37,2,8,2,2,2,N,1,7870,0,N,112000.0,9,501,111,111,81.25
5,35,2,10,2,2,2,N,10,0,1,9590,16,4,0,N,2,115000.0,8,501,51-51255,54,1,2,54,35,2,10,2,2,2,N,1,9590,0,N,115000.0,8,501,54,54,100.0
6,2,2,0,2,2,2,N,1,1,1,N,N,N,2,4,2,N,N,501,38-00100,267,1,1,227,3,2,0,2,N,N,N,1,N,1,2,N,N,170,391,419,50.0
7,68,2,0,2,2,2,N,5,0,1,7860,11,3,0,N,1,75000.0,8,501,38-00100,17,1,2,17,67,2,0,2,2,2,N,1,7860,0,N,75000.0,8,501,17,16,87.5
8,65,2,7,2,1,2,N,10,0,1,N,N,4,0,N,2,340000.0,9,501,28-01100,124,1,1,124,56,2,7,2,1,2,N,1,N,0,N,340000.0,9,501,127,127,81.25
9,69,2,7,2,2,2,N,10,0,1,4770,6,2,0,3,1,16800.0,4,209,01-01301,70,1,2,66,68,2,7,2,2,2,N,1,4770,0,3,16800.0,4,209,69,62,81.25
10,22,2,8,2,2,2,N,5,0,1,7990,12,6,0,N,2,1000.0,1,7,29-01901,56,1,2,82,21,2,8,2,2,2,N,1,7990,0,N,1000.0,1,7,52,81,81.25
11,48,2,7,2,2,2,N,9,0,1,N,N,1,3,5,1,0.0,0,50,13-04600,42,1,2,44,48,2,7,2,2,2,N,1,N,3,5,0.0,0,50,42,44,100.0
12,27,2,0,2,2,2,N,4,0,1,8191,12,1,0,2,2,50000.0,6,434,38-00100,153,1,1,153,25,2,0,2,2,2,N,1,8191,0,2,50000.0,6,434,154,154,81.25
13,70,2,0,2,2,2,N,5,0,1,8770,15,4,0,N,1,27330.0,4,226,38-00100,66,1,2,67,45,2,0,2,2,2,N,1,9160,0,N,32000.0,5,241,50,50,56.25
14,28,2,7,2,2,2,N,7,0,1,7270,10,6,1,3,1,35000.0,6,321,13-04600,47,1,1,48,47,2,7,2,2,2,N,1,7670,0,N,65000.0,8,492,86,87,43.75
15,28,2,7,2,2,2,N,9,0,1,7870,11,6,0,N,2,60000.0,7,458,13-04600,18,1,1,17,28,2,7,2,2,2,N,1,7870,0,N,60000.0,7,458,20,17,93.75
16,45,2,7,1,2,2,N,7,0,1,1180,4,4,0,N,2,22000.0,5,166,01-01301,138,1,2,138,44,2,7,2,2,2,N,1,1180,0,N,22000.0,5,166,135,136,75.0
17,37,2,10,2,2,2,N,10,0,1,6970,9,6,0,N,2,125000.0,9,501,51-01301,65,1,2,65,37,2,10,2,2,2,N,1,6970,0,N,125000.0,9,501,65,65,100.0
18,45,2,0,2,2,2,N,7,0,1,9590,16,1,0,2,2,23000.0,4,501,38-00100,29,1,1,32,23,2,0,2,2,2,N,1,9470,0,2,30000.0,4,317,200,103,62.5
19,74,2,12,2,2,2,N,9,0,1,7860,11,6,0,N,2,74400.0,7,501,06-07502,63,1,2,63,74,2,12,2,2,2,N,1,7860,0,N,74400.0,7,501,63,63,100.0
20,31,2,7,2,2,2,N,5,1,1,7590,10,6,1,2,2,21600.0,4,124,19-01700,200,1,2,201,32,2,7,2,2,2,N,1,7690,5,8,13000.0,2,182,143,176,43.75
21,30,2,11,2,2,2,N,9,0,1,7370,10,6,0,N,2,59000.0,7,445,17-03529,52,1,2,52,28,2,11,2,2,2,N,1,7390,0,N,49000.0,6,370,76,76,56.25
22,72,2,12,2,2,2,N,12,0,3,9160,15,6,N,N,0,35000.0,5,290,06-07502,4,1,1,0,72,2,12,2,2,2,N,3,9160,N,N,35000.0,5,290,4,0,100.0
23,69,2,7,2,2,2,N,7,0,2,N,N,4,N,N,0,21600.0,3,N,08-00803,22,1,2,0,71,2,7,2,2,2,N,2,N,N,N,21600.0,3,N,26,0,87.5
24,22,2,0,2,2,2,N,7,0,1,8660,14,6,3,6,2,10000.0,2,266,38-00100,21,1,2,47,18,2,0,2,2,2,N,1,8680,1,3,19200.0,3,501,85,40,43.75
25,56,2,9,2,1,1,N,7,0,1,N,N,5,1,2,2,10900.0,2,62,32-00405,186,1,1,187,54,2,9,2,1,1,N,1,N,1,2,10900.0,2,62,187,187,87.5
26,29,2,0,2,2,2,N,9,0,1,380,1,6,0,N,1,85000.0,9,501,30-00600,309,1,1,503,33,2,0,2,2,2,N,1,380,0,N,85000.0,9,501,300,515,81.25
27,72,2,8,2,2,2,N,10,0,1,7890,11,1,0,2,1,127400.0,9,501,29-01901,109,1,1,109,71,2,8,2,2,2,N,1,7890,0,2,127400.0,9,501,108,108,81.25
28,42,2,8,2,2,2,N,10,0,1,8370,13,1,0,2,2,82000.0,8,501,26-02702,272,1,2,202,45,2,8,2,2,2,N,1,8370,0,2,82000.0,8,501,243,210,81.25
29,49,2,9,2,2,2,N,4,1,1,N,N,2,0,N,1,0.0,0,0,32-00405,157,1,2,158,50,2,9,2,2,2,N,1,N,0,N,0.0,0,0,157,158,93.75
30,35,2,8,2,2,2,N,9,0,1,7890,11,1,4,6,2,53000.0,7,317,26-02702,86,1,2,86,32,2,8,2,2,2,N,1,7870,2,4,0.0,0,501,164,140,43.75
31,49,2,8,2,2,2,N,5,0,1,770,3,1,0,4,1,35000.0,4,501,24-01004,56,1,2,61,49,2,8,2,2,2,N,1,770,0,4,35000.0,4,501,56,61,100.0
32,47,2,7,2,2,2,N,10,0,1,6672,8,6,0,N,1,90000.0,8,501,08-00803,38,1,1,38,47,2,7,2,2,2,N,1,6672,0,N,90000.0,8,501,38,38,100.0
33,19,2,12,2,2,2,N,5,0,3,9920,18,6,N,N,0,5000.0,2,N,06-07502,84,1,2,0,17,2,12,2,2,2,N,3,9920,N,N,5000.0,2,N,117,0,87.5
34,49,2,0,2,2,2,N,5,0,1,8090,12,4,0,N,2,52000.0,7,395,38-00100,182,1,2,182,48,2,0,2,2,2,N,1,8090,0,N,52000.0,7,395,183,183,81.25
35,37,2,0,2,2,2,N,9,0,1,5381,6,2,3,4,1,800.0,1,3,30-00600,18,1,2,16,37,2,0,2,2,2,N,1,5381,3,4,800.0,1,3,17,17,87.5
36,31,2,0,2,2,2,N,9,0,1,7790,10,1,2,4,1,60000.0,7,372,38-00100,50,1,2,50,38,2,0,2,2,2,N,1,7460,0,2,36700.0,5,501,53,53,43.75
37,39,2,8,2,2,2,N,10,0,1,4090,5,3,0,N,2,89000.0,8,501,24-01004,94,1,2,93,39,2,8,2,2,2,N,1,4090,0,N,89000.0,8,501,94,93,100.0
38,74,2,13,2,2,2,N,3,4,1,N,N,4,0,4,2,9300.0,2,321,36-03710,97,1,2,106,72,2,13,2,2,2,N,1,N,0,4,9300.0,2,321,103,103,81.25
39,38,2,12,2,2,2,N,10,0,1,9780,17,1,0,2,2,172000.0,9,501,06-07502,98,1,1,99,38,2,12,2,2,2,N,1,9780,0,2,172000.0,9,501,98,99,100.0
40,19,2,7,2,2,2,N,7,1,3,N,N,6,N,N,0,0.0,0,N,08-00803,92,1,1,0,23,2,7,2,2,2,N,3,N,N,N,0.0,0,N,7,0,87.5
41,66,2,8,2,2,2,N,12,4,1,9470,16,1,0,2,1,2010.0,1,501,24-01004,54,1,2,45,63,2,8,2,2,2,N,1,9470,0,2,2010.0,1,501,50,42,81.25
42,69,2,12,2,2,2,N,9,0,1,N,N,2,0,N,1,24000.0,4,197,06-07502,120,1,1,120,68,2,12,2,2,2,N,1,N,0,N,24000.0,4,197,120,120,93.75
43,51,2,11,2,2,2,N,9,0,1,6380,7,1,0,2,1,38400.0,5,501,17-03529,59,1,1,105,56,2,11,2,2,2,N,1,6380,0,2,38400.0,5,501,55,101,81.25
44,19,2,0,2,2,2,N,5,0,1,9920,18,6,1,4,1,0.0,0,107,40-00200,52,1,2,96,19,2,0,2,2,2,N,1,9920,1,4,0.0,0,107,51,96,93.75
45,16,2,12,2,2,2,N,4,0,1,N,N,6,2,3,1,0.0,0,501,06-07502,48,1,1,72,16,2,12,2,2,2,N,1,N,2,3,0.0,0,501,47,74,87.5
46,56,2,0,2,2,2,N,6,0,1,8290,12,4,1,2,2,45000.0,6,256,38-00100,201,1,1,202,54,2,0,2,2,2,N,1,8290,1,2,45000.0,6,256,202,202,87.5
47,63,2,0,2,2,2,N,9,0,1,9160,15,1,0,2,1,50000.0,7,501,40-00200,133,1,1,94,62,2,0,2,2,2,N,1,9160,0,2,50000.0,7,501,129,92,81.25
48,52,2,8,2,2,2,N,10,0,1,8590,14,6,0,N,2,10000.0,2,75,26-02702,91,1,2,91,52,2,8,2,2,2,N,1,8590,0,N,10000.0,2,75,91,91,100.0
49,22,2,7,2,2,2,N,5,0,1,6070,7,6,0,N,1,28000.0,5,212,13-04600,40,1,2,37,22,2,7,2,2,2,N,1,6070,0,N,28000.0,5,212,40,37,100.0
50,39,2,9,2,2,2,N,7,0,1,9180,15,1,0,2,1,45000.0,6,501,32-00405,57,1,2,56,39,2,9,2,2,2,N,1,9180,0,2,45000.0,6,501,57,56,100.0
51,24,2,10,2,2,2,N,9,3,1,6890,9,6,0,N,2,55000.0,6,415,51-51255,199,1,2,49,23,2,10,2,2,2,N,1,6890,0,N,55000.0,6,415,194,48,81.25
52,64,2,0,2,2,2,N,1,0,1,170,0,1,1,5,1,2800.0,1,9,40-00200,37,1,1,70,64,2,0,2,2,2,N,1,170,1,5,2800.0,1,9,37,64,93.75
53,67,1,7,2,2,2,N,7,0,1,5080,6,1,0,2,1,4.0,1,501,13-04600,49,1,2,49,67,1,7,2,2,2,N,1,5080,0,2,4.0,1,501,49,49,100.0
54,52,2,0,2,2,2,N,4,0,1,490,1,6,0,2,1,45000.0,6,501,38-00100,68,1,1,17,52,2,0,2,2,2,N,1,490,0,2,45000.0,6,501,68,16,93.75
55,39,2,0,2,2,2,N,6,0,1,770,3,1,2,4,2,39000.0,6,231,30-00600,26,1,1,16,39,2,0,2,2,2,N,1,770,2,4,39000.0,6,231,25,16,93.75
56,75,2,7,2,1,1,N,5,2,1,N,N,1,0,2,1,18900.0,3,501,19-01700,88,1,2,152,76,2,7,2,1,1,N,1,N,0,2,18900.0,3,501,92,147,81.25
57,60,2,8,2,2,2,N,7,4,1,8970,15,1,0,2,2,8000.0,2,52,24-01004,52,1,2,40,60,2,8,2,2,2,N,1,8970,0,2,8000.0,2,52,52,40,100.0
58,73,2,8,2,2,2,N,5,0,1,7580,10,2,0,N,1,37760.0,5,312,24-01004,92,1,1,93,73,2,8,2,2,2,N,1,7580,0,N,37760.0,5,312,92,93,100.0
59,60,2,9,2,1,1,N,7,0,1,5391,6,1,0,3,2,22200.0,4,112,32-00405,58,1,1,58,60,2,9,2,1,1,N,1,5391,0,3,22200.0,4,112,58,58,100.0
60,66,2,10,2,2,2,N,10,0,1,6090,7,1,0,2,2,166000.0,9,501,51-01301,96,1,1,96,67,2,10,2,2,2,N,1,6090,0,2,166000.0,9,501,96,96,93.75
61,19,2,0,2,2,2,N,4,0,1,180,0,6,4,5,2,3000.0,1,110,38-00100,587,1,2,888,17,2,0,2,2,2,N,1,180,4,5,3000.0,1,110,554,857,81.25
62,66,2,8,2,2,2,N,9,0,1,9480,16,3,0,N,1,156000.0,9,501,24-01004,45,1,2,45,66,2,8,2,2,2,N,1,9480,0,N,156000.0,9,501,45,45,100.0
63,63,2,0,2,2,2,N,4,0,1,9370,16,1,0,2,1,24000.0,4,276,30-00600,19,1,2,19,63,2,0,2,2,2,N,1,9370,0,2,24000.0,4,276,19,19,100.0
64,45,2,0,2,2,2,N,7,0,1,4972,6,4,1,3,1,2600.0,1,19,40-00200,19,1,2,22,46,2,0,2,2,2,N,1,4972,1,3,2600.0,1,19,21,21,81.25
65,42,2,7,2,2,2,N,10,0,1,6490,8,1,3,5,2,22000.0,3,246,08-00803,30,1,2,30,43,2,7,2,2,2,N,1,6490,3,5,22000.0,3,246,31,31,81.25
66,62,2,9,2,2,2,N,4,0,1,N,N,3,0,3,1,0.0,0,58,32-00405,85,1,1,61,62,2,9,2,2,2,N,1,N,0,3,0.0,0,58,85,61,100.0
67,69,2,7,2,2,2,N,9,1,1,N,N,1,0,2,1,83500.0,8,501,06-08507,125,1,2,125,76,2,7,2,2,2,N,1,N,0,2,361000.0,9,501,115,73,68.75
68,77,2,9,1,2,2,N,9,0,1,N,N,3,0,N,1,12300.0,2,101,32-00405,154,1,1,154,74,2,9,2,2,2,N,1,N,0,N,30000.0,5,246,65,65,56.25
69,82,2,8,2,2,2,N,8,0,1,N,N,1,0,2,1,103200.0,8,501,24-01004,73,1,1,74,82,2,8,2,2,2,N,1,N,0,2,103200.0,8,501,73,74,100.0
70,63,2,8,2,2,2,N,7,0,1,6380,7,1,0,2,1,67500.0,7,501,24-01004,11,1,1,10,64,2,8,2,2,1,N,1,6180,0,2,26800.0,4,334,60,60,50.0
71,34,2,9,2,2,2,N,9,0,2,1170,4,4,N,N,0,80000.0,8,N,32-00405,108,1,1,0,34,2,9,2,2,2,N,2,1170,N,N,80000.0,8,N,108,0,100.0
72,74,2,7,2,2,2,N,10,0,1,7290,10,4,0,N,1,82000.0,8,501,08-00803,72,1,1,72,74,2,7,2,2,2,N,1,7290,0,N,82000.0,8,501,72,72,100.0
73,60,2,9,2,2,2,N,10,0,1,7860,11,6,0,N,1,71600.0,8,501,32-00405,43,1,2,43,61,2,9,2,2,2,N,1,7860,0,N,71600.0,8,501,44,43,87.5
74,87,2,12,2,2,2,N,10,0,1,6970,9,3,0,N,1,1327000.0,9,501,06-07502,83,1,1,83,87,2,12,2,2,2,N,1,6970,0,N,1327000.0,9,501,83,83,100.0
75,21,2,8,2,2,2,N,7,0,1,N,N,6,0,N,2,0.0,0,0,29-01901,82,1,1,81,21,2,8,2,2,2,N,1,N,0,N,0.0,0,0,82,81,100.0
76,56,2,0,2,2,2,N,4,0,1,3380,4,3,0,N,1,0.0,0,0,40-00200,26,1,1,26,55,2,0,2,2,2,N,1,3380,0,N,0.0,0,0,27,27,81.25
77,67,2,8,2,2,2,N,9,0,1,N,N,3,0,N,2,52000.0,7,427,29-01901,103,1,2,103,67,2,8,2,2,2,N,1,N,0,N,52000.0,7,427,103,103,100.0
78,19,2,10,2,2,2,N,9,4,1,7860,11,6,0,N,1,56000.0,6,423,51-51255,115,1,2,50,59,2,10,2,2,2,N,1,7860,0,N,48000.0,6,367,152,152,68.75
79,44,2,8,2,2,2,N,7,0,1,7390,10,1,0,2,2,140000.0,9,501,24-01004,108,1,1,108,43,2,8,2,2,2,N,1,7390,0,2,140000.0,9,501,108,108,93.75
80,47,2,7,2,2,2,N,5,4,1,N,N,1,0,2,1,0.0,0,199,01-01301,226,1,2,238,45,2,7,2,2,2,N,1,N,0,2,0.0,0,199,218,238,87.5
81,31,2,7,2,2,2,N,9,0,1,8561,14,1,0,2,2,6000.0,1,379,08-00803,43,1,1,53,29,2,7,2,2,2,N,1,8561,0,2,6000.0,1,379,46,50,81.25
82,27,2,13,2,2,2,N,9,0,1,5190,6,6,0,N,2,49000.0,6,374,36-04010,73,1,2,73,27,2,13,2,2,2,N,1,5190,0,N,49000.0,6,374,73,73,100.0
83,24,2,7,2,2,2,N,6,0,1,6380,7,6,0,N,2,7700.0,1,58,19-01700,53,1,1,62,23,2,7,2,2,2,N,1,6380,0,N,7700.0,1,58,56,56,81.25
84,29,2,0,2,2,2,N,6,0,2,8680,14,6,N,N,0,5100.0,1,N,30-00600,48,1,1,0,26,2,0,2,2,2,N,2,8680,N,N,5100.0,1,N,47,0,87.5
