AGEP,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,DEYE,PINCP_DECILE,EDU
73,2,6,1,1,1,N,2,2,9
59,1,1,1,1,2,N,2,7,9
53,1,1,1,1,1,N,2,6,4
54,1,3,1,1,1,N,2,4,5
76,3,1,2,1,1,N,2,0,N
59,1,6,2,1,2,N,2,7,4
66,3,1,1,1,2,N,2,6,2
64,1,1,2,1,2,N,1,9,9
25,3,6,1,1,1,N,2,5,5
68,1,1,2,1,1,N,2,9,7
33,8,6,2,2,1,N,2,6,7
45,6,2,2,1,1,N,2,6,5
15,3,5,2,1,2,N,2,2,6
85,6,4,1,1,1,N,2,8,7
71,3,6,2,1,2,N,2,4,3
54,1,4,2,1,2,3,2,4,7
88,2,2,1,1,1,N,2,3,5
59,2,6,2,1,1,N,2,0,9
84,1,5,1,1,1,2,1,3,10
59,1,5,1,1,2,N,2,5,4
43,1,6,1,1,1,N,2,0,5
14,1,1,1,1,1,N,2,8,7
66,1,1,2,1,2,N,2,5,3
65,1,3,2,1,2,N,2,5,5
78,2,5,2,1,1,2,2,6,8
55,2,5,1,1,1,N,2,6,5
34,8,6,1,1,1,N,2,6,8
26,2,1,1,1,1,N,2,7,7
52,1,4,2,1,1,N,2,6,9
47,1,1,2,1,2,N,2,4,7
76,2,6,1,1,1,N,2,3,5
55,1,1,1,1,1,N,2,3,9
67,2,6,2,1,2,N,2,3,4
58,2,5,1,1,1,6,2,1,7
31,2,4,1,1,2,N,1,5,7
84,1,1,1,1,2,N,2,6,4
62,1,1,1,1,1,N,2,5,5
54,2,2,1,1,1,N,2,9,9
72,5,1,2,1,1,N,2,1,10
54,2,4,2,1,1,N,2,0,5
61,2,1,1,1,2,N,2,1,7
63,2,1,1,1,1,N,2,9,7
56,1,1,2,1,2,N,2,3,N
59,2,3,1,1,2,N,2,2,7
69,2,6,2,1,2,N,2,4,9
77,1,6,2,1,1,N,2,9,9
12,1,1,1,1,1,N,2,6,7
51,2,6,2,1,2,N,2,3,10
35,1,N,1,1,1,N,2,0,5
0,2,4,1,1,1,N,1,1,12
50,3,4,2,1,1,1,2,6,7
55,2,4,1,1,2,N,2,3,1
53,1,1,2,1,2,N,2,8,9
64,2,1,2,1,2,4,2,3,8
63,1,6,2,1,2,N,2,5,3
51,2,1,2,1,2,N,2,0,10
53,2,1,1,1,2,N,2,4,4
67,2,1,1,1,1,N,2,8,8
60,1,3,1,1,2,N,2,6,6
32,2,2,2,1,2,N,2,6,5
95,1,6,1,1,1,N,2,1,6
32,8,4,1,1,1,N,2,7,8
77,6,1,2,1,2,N,2,8,5
67,1,1,2,1,2,N,2,8,9
16,1,1,1,1,2,N,2,6,7
81,2,4,1,1,1,N,2,8,9
15,1,6,1,1,2,N,2,6,9
66,2,2,1,1,2,N,2,8,5
23,2,1,1,1,2,N,2,0,5
55,2,4,2,1,2,N,2,2,5
17,2,1,1,1,1,N,2,7,10
66,1,2,1,1,2,N,2,7,5
74,2,2,1,1,1,N,1,0,10
40,1,4,2,1,2,N,2,0,9
52,2,4,2,1,1,N,2,5,9
39,1,1,1,1,1,N,1,0,5
37,9,4,1,1,2,N,2,6,9
50,2,1,2,1,1,N,2,8,N
27,1,1,1,1,2,N,2,3,8
21,7,1,2,1,1,N,2,0,3
65,1,6,1,1,2,N,2,1,4
61,8,4,2,1,1,N,2,6,7
40,9,5,2,1,1,N,2,4,7
67,3,1,2,1,2,1,2,4,10
65,1,1,1,1,1,N,2,6,7
82,3,1,2,1,1,N,2,5,3
31,2,6,2,1,2,N,2,4,7
64,1,6,1,1,1,N,2,1,10
68,2,6,1,1,2,N,2,6,6
36,1,6,1,1,1,N,2,2,8
37,1,4,1,1,1,N,2,9,3
28,2,1,1,1,1,N,2,2,9
35,2,1,1,1,1,N,2,1,10
49,6,1,1,1,1,N,2,2,5
57,2,6,1,1,1,N,2,8,4
58,1,1,2,1,1,N,2,2,7
35,1,2,2,1,2,N,2,8,4
37,1,1,2,1,1,N,2,3,10
75,6,1,1,1,1,N,2,6,5
44,1,6,1,1,2,N,2,8,8
10,2,1,2,1,1,N,2,2,7
44,2,1,2,1,2,N,1,0,11
87,1,4,2,1,2,6,2,7,5
48,2,1,1,1,2,N,2,9,7
38,2,1,1,1,0,N,2,0,5
36,1,5,2,1,1,N,2,4,4
86,6,1,1,1,1,N,2,6,3
26,2,6,2,1,1,N,2,2,9
70,1,6,1,1,2,N,2,4,4
33,2,1,1,1,1,N,2,3,7
54,9,1,1,1,1,N,2,5,5
80,2,5,1,1,1,N,2,6,8
66,2,N,1,1,1,2,2,3,5
43,2,4,1,1,1,N,2,4,1
40,2,4,1,1,2,N,2,5,7
56,9,1,1,1,1,N,2,2,4
58,1,6,2,1,1,N,2,7,9
51,1,1,1,1,1,N,2,2,7
22,1,2,2,1,1,N,2,1,5
30,2,6,2,1,1,N,2,5,3
24,2,4,2,1,2,N,2,4,8
65,2,6,2,1,2,N,2,1,8
32,1,1,2,1,1,N,2,3,8
27,1,1,1,1,1,N,2,2,5
47,2,6,1,1,1,N,2,1,2
59,3,1,2,1,2,N,2,9,5
45,2,1,2,1,2,5,2,6,9
45,2,6,1,1,1,N,2,6,10
56,1,1,2,1,1,N,2,0,7
49,1,1,1,1,1,N,2,8,8
61,1,1,1,1,1,N,2,2,5
60,1,4,1,1,2,N,2,2,5
57,2,5,1,1,1,N,2,6,5
40,2,6,2,1,1,N,2,7,7
69,1,4,1,1,2,N,2,5,5
71,1,6,2,1,2,N,2,4,8
22,2,6,1,1,2,N,2,6,8
49,2,3,2,1,1,N,2,5,3
37,2,2,2,1,2,N,2,2,5
33,6,5,2,1,1,N,2,4,6
77,1,4,2,1,1,N,1,3,9
66,9,6,1,1,0,N,2,2,9
30,1,4,1,1,2,N,1,5,7
56,1,6,1,1,2,N,2,5,9
54,3,5,2,1,1,N,2,8,1
56,1,6,1,1,0,N,2,5,10
60,2,6,1,1,1,N,2,0,7
65,2,6,1,1,2,N,2,5,9
73,1,1,2,1,1,N,2,7,5
27,2,6,2,1,2,N,2,9,9
82,1,1,1,1,2,3,2,1,4
41,2,1,2,1,1,N,2,2,7
29,2,1,1,1,2,N,2,5,5
30,1,6,1,1,1,N,2,2,9
16,1,6,1,1,1,N,2,3,4
55,1,6,1,1,2,N,2,6,3
46,1,6,2,1,1,N,2,8,4
51,6,6,1,1,2,N,1,4,9
69,8,1,2,1,1,N,2,5,7
81,1,6,1,1,2,N,2,7,7
60,2,6,1,1,1,N,2,5,6
48,7,6,1,1,2,N,2,0,5
69,1,1,1,1,2,N,2,9,4
44,2,4,2,1,1,N,2,7,5
77,1,N,2,1,1,N,2,3,7
36,1,6,2,1,1,N,2,8,3
39,1,6,1,1,0,N,2,6,9
55,3,6,2,1,2,N,2,4,5
56,2,1,1,1,2,N,2,1,7
30,1,6,1,1,1,N,2,7,5
77,1,1,1,1,2,N,2,5,12
42,1,2,2,1,1,N,2,5,4
65,1,1,2,1,1,N,2,2,5
29,9,6,2,1,1,N,2,6,8
52,2,4,1,1,1,N,2,1,9
56,2,1,2,1,1,N,2,1,5
26,6,1,1,1,1,N,2,7,1
58,2,3,2,1,1,N,2,8,7
65,2,6,2,1,1,N,2,0,1
49,6,N,2,1,1,2,2,4,10
76,2,1,1,1,2,N,2,7,5
57,1,6,1,1,2,5,2,3,7
20,2,1,1,1,1,N,2,N,7
25,1,1,2,1,1,4,2,3,5
42,1,6,1,1,2,N,2,9,7
39,1,6,2,1,2,N,2,9,10
59,2,1,1,1,1,N,2,8,1
58,1,6,1,1,1,N,2,7,4
60,3,6,1,1,2,N,2,7,9
47,5,1,2,1,2,N,2,9,7
43,1,6,1,1,1,N,2,5,11
68,2,6,1,1,1,N,2,3,10
0,1,3,2,1,2,N,1,9,4
57,2,1,2,1,1,N,2,7,3
56,1,1,1,1,1,N,2,4,8
33,1,4,1,1,2,N,2,9,6
49,1,1,2,1,2,N,2,9,9
60,9,2,1,1,2,N,2,1,9
49,2,6,2,1,2,N,2,6,11
63,2,1,2,1,1,N,2,4,7
59,1,3,1,1,1,N,2,3,7
65,1,3,2,1,1,N,2,2,3
36,9,3,2,1,2,N,2,1,8
28,1,6,1,1,1,N,2,8,9
30,6,4,2,1,2,N,2,7,1
1,3,3,1,1,1,N,2,4,5
54,1,1,1,1,2,N,2,2,8
30,2,1,1,1,1,N,2,6,7
33,1,1,2,1,2,N,2,1,10
34,1,5,2,1,2,N,2,7,4
55,1,4,2,1,2,N,2,2,3
54,2,1,2,1,1,N,2,2,3
54,1,6,2,1,2,N,2,7,7
43,1,1,2,1,1,N,2,2,5
31,1,1,2,1,1,N,2,9,10
15,1,3,1,1,2,N,2,1,10
12,3,6,1,1,1,N,2,6,10
68,3,1,1,1,1,6,2,6,5
17,2,4,2,1,1,N,2,6,3
52,6,6,1,1,1,N,2,8,9
7,2,2,2,1,1,N,2,0,8
57,2,6,1,1,1,N,2,1,8
19,2,5,2,1,1,N,2,2,8
52,1,6,1,1,1,N,2,6,6
30,1,6,2,1,2,N,2,1,9
36,1,6,2,1,1,N,2,7,9
54,6,6,1,1,1,N,2,1,5
23,1,1,2,1,2,N,2,2,6
69,2,6,2,1,1,N,2,2,6
24,6,4,1,1,1,N,2,1,7
34,2,1,1,1,2,N,2,0,9
45,2,1,2,1,2,N,2,N,5
50,2,3,2,1,1,N,1,5,10
38,2,4,2,1,1,N,2,2,9
38,2,4,1,1,1,N,2,6,5
72,2,1,1,1,1,N,2,5,7
28,1,6,1,1,2,N,2,2,7
43,9,1,1,1,2,5,2,0,4
62,1,1,2,1,2,N,2,1,10
19,2,6,1,1,1,5,2,0,7
4,8,4,2,1,2,N,2,6,6
21,1,1,1,1,1,N,2,2,12
32,9,6,1,1,2,N,2,4,4
5,9,6,1,1,1,N,2,6,1
5,6,1,2,1,2,N,2,6,10
87,1,6,1,1,2,N,2,4,1
70,1,1,2,1,2,N,2,5,4
31,1,1,2,1,2,N,2,4,8
33,1,1,1,1,2,N,2,4,7
52,1,2,2,1,2,N,1,2,7
38,2,1,2,1,1,N,2,4,5
61,1,6,1,1,1,N,2,5,9
64,3,6,1,1,1,N,2,1,3
76,2,1,1,1,1,N,2,9,8
66,1,3,1,1,1,N,2,6,6
61,9,4,2,1,1,N,2,4,7
47,1,6,1,1,1,N,2,9,7
42,2,4,2,1,2,N,2,9,6
55,1,4,1,1,1,N,2,2,7
59,6,1,2,1,2,N,2,3,N
12,6,2,1,1,1,N,2,4,5
58,2,1,2,1,2,N,2,8,3
66,1,1,2,1,1,N,2,2,3
37,2,1,2,1,1,N,2,5,8
27,2,1,2,1,2,N,2,6,9
77,2,1,1,1,1,N,1,0,5
63,6,1,2,1,1,N,2,5,7
22,2,2,1,1,1,3,2,1,5
40,2,4,1,1,1,N,2,3,9
72,8,4,1,1,1,N,2,6,9
67,1,4,2,1,2,N,2,3,11
38,1,1,2,1,1,N,2,4,9
17,2,1,2,1,1,N,2,6,10
61,9,1,2,1,1,N,2,8,9
29,6,4,1,1,1,N,2,6,6
27,2,1,2,1,1,N,2,6,5
53,2,1,2,1,1,N,2,5,5
19,1,1,1,1,1,N,2,3,7
39,1,1,1,1,1,N,2,0,6
49,6,1,2,1,2,N,2,6,12
81,2,6,2,1,1,N,2,3,7
8,1,1,2,1,2,N,2,2,5
31,1,4,1,1,1,N,2,8,1
28,1,4,2,1,1,N,2,2,5
60,1,1,2,1,2,N,2,8,4
95,2,1,2,1,2,N,2,5,1
53,2,1,1,1,1,N,2,2,3
32,6,6,2,1,1,N,2,3,7
71,2,6,1,1,2,N,2,1,9
18,1,5,1,1,2,N,2,8,7
46,1,6,1,1,1,N,2,5,7
31,1,3,1,1,2,N,2,2,7
53,3,1,2,1,1,N,2,8,5
33,1,6,1,1,1,N,1,5,6
28,1,1,2,1,2,N,2,7,11
55,3,4,1,1,1,N,2,9,6
94,1,2,1,1,2,2,2,0,5
25,2,4,1,1,1,N,2,0,10
65,9,6,2,1,1,N,2,8,9
57,1,1,1,1,1,N,2,7,7
87,2,1,1,1,1,N,1,6,10
63,1,1,2,1,1,N,2,4,9
60,2,3,1,1,2,N,2,5,2
50,1,1,1,1,2,N,2,1,5
60,1,1,2,1,1,N,2,6,5
64,2,2,1,1,1,N,2,2,3
23,1,3,1,1,2,N,2,4,9
56,1,4,1,1,1,N,2,6,8
31,1,1,1,1,2,N,2,7,5
38,1,1,1,1,2,N,2,3,10
41,3,6,2,1,2,N,2,0,6
67,2,1,1,1,1,2,1,3,7
87,2,1,2,1,2,N,1,7,7
19,9,6,1,1,1,N,2,0,12
34,1,6,2,1,1,3,2,3,3
91,6,1,1,1,2,N,2,0,6
67,6,6,1,3,2,N,2,3,1
59,1,4,2,1,0,N,2,2,7
41,9,1,2,1,1,4,2,4,7
67,6,1,1,1,2,N,2,1,7
71,2,1,1,1,1,N,2,6,5
70,1,6,1,1,1,N,2,5,6
76,1,1,1,1,2,N,2,0,4
52,1,1,2,1,2,N,2,3,9
52,2,2,2,1,1,N,2,1,9
62,3,6,2,1,2,N,2,5,5
38,9,6,1,1,1,N,2,4,9
23,3,4,2,1,1,N,2,5,10
46,1,6,1,1,2,N,2,2,4
50,2,6,1,1,2,N,2,3,9
88,2,1,2,1,1,3,2,2,7
41,2,6,1,1,2,N,2,5,11
48,1,1,2,1,1,5,2,3,7
63,1,3,1,1,2,N,2,3,4
71,2,1,1,1,2,N,2,2,10
25,9,1,1,1,2,N,2,5,6
43,2,1,1,1,1,N,2,0,7
9,1,2,2,1,1,N,1,3,5
6,1,1,1,1,1,N,2,2,10
64,2,1,1,1,1,N,2,5,7
77,1,5,2,1,1,N,2,6,7
21,2,1,1,1,1,N,2,5,5
53,1,4,1,1,2,N,2,6,3
29,2,6,1,1,2,N,2,9,3
54,9,1,1,1,1,6,2,7,7
64,2,6,1,1,2,N,2,1,3
37,1,1,1,1,1,N,2,3,10
38,9,1,1,1,2,N,2,2,7
67,9,6,2,1,2,N,2,6,3
40,1,5,1,1,2,N,2,2,3
73,1,6,1,1,1,N,2,6,5
62,2,4,1,1,1,N,2,4,8
76,2,1,1,1,2,N,2,1,8
36,1,1,1,1,1,N,2,0,5
56,1,6,1,1,2,N,2,1,7
59,1,6,1,1,1,N,2,5,4
61,2,3,1,1,2,N,2,6,9
28,1,3,1,1,1,N,2,6,5
66,2,1,1,1,1,N,2,3,5
77,1,1,2,1,1,N,2,8,8
92,1,1,2,1,1,N,2,2,5
78,2,1,1,1,1,N,2,7,9
19,1,6,2,1,1,N,2,5,5
21,1,3,1,1,1,N,2,0,3
66,1,6,1,1,1,N,2,2,5
93,2,3,1,1,2,N,2,2,3
66,1,6,1,1,2,N,2,6,5
49,2,1,2,1,1,3,2,8,11
70,2,1,1,1,2,N,2,4,5
67,2,1,2,1,1,2,2,5,7
62,1,6,1,1,2,N,2,4,4
30,1,1,1,1,1,N,2,5,9
10,2,1,1,1,1,N,2,2,4
14,1,1,1,1,2,N,2,6,7
38,1,3,2,1,1,N,2,1,7
67,9,1,1,1,2,N,2,5,4
53,6,1,2,1,2,N,2,0,9
51,1,6,2,1,1,N,2,0,5
69,1,2,1,1,1,N,2,8,1
63,1,4,2,1,2,N,2,8,5
89,1,2,2,1,1,N,2,0,10
18,2,6,1,1,2,N,2,5,5
21,9,1,2,1,1,N,2,3,9
89,8,4,1,1,1,N,2,2,7
20,1,6,1,1,1,N,2,1,4
35,1,6,2,1,1,N,2,7,7
46,1,1,1,1,2,N,2,2,5
39,1,4,1,1,1,3,2,5,10
60,1,4,1,1,2,N,2,4,8
28,1,6,2,1,1,N,2,2,4
