"AGEP","RAC1P","MSP","SEX","HOUSING_TYPE","OWN_RENT","DVET","DEYE","PINCP_DECILE","EDU"
"10","1","N","2","1","1","N","2","N","3"
"10","1","N","1","1","1","N","2","N","3"
"38","1","1","2","1","1","N","2","9","9"
"49","1","1","2","1","1","N","2","3","9"
"53","1","1","2","1","1","N","2","0","10"
"18","1","6","1","3","0","N","2","2","7"
"10","1","N","2","1","1","N","2","N","3"
"54","1","4","1","1","1","N","2","9","10"
"2","1","N","2","1","1","N","2","N","N"
"49","1","1","1","1","1","N","2","3","9"
"10","1","N","1","1","1","N","2","N","1"
"19","1","6","2","1","1","N","2","1","5"
"15","1","6","1","1","1","N","2","7","9"
"10","1","N","2","1","1","N","2","N","3"
"15","1","6","1","1","1","N","2","7","9"
"33","1","1","2","1","1","N","2","3","7"
"60","1","1","1","1","1","N","2","4","5"
"10","1","N","1","1","1","N","2","N","3"
"19","1","6","2","1","1","N","2","1","7"
"17","1","6","1","1","1","N","2","1","4"
"51","1","1","2","1","1","N","2","7","5"
"38","1","1","2","1","1","N","2","9","9"
"38","1","1","2","1","1","N","2","9","9"
"19","1","6","2","1","1","N","2","0","7"
"38","1","1","1","1","1","N","2","9","9"
"19","1","6","2","1","1","N","2","0","5"
"52","1","1","1","1","1","N","2","7","7"
"19","1","6","2","1","1","N","2","1","5"
"18","1","6","2","1","1","N","2","2","4"
"2","1","N","2","1","1","N","2","N","N"
"19","1","6","1","1","1","N","2","0","7"
"38","1","1","2","1","1","N","2","9","9"
"51","1","1","1","1","1","N","2","5","7"
"53","1","1","2","1","1","N","2","5","10"
"60","1","1","1","1","1","N","2","4","5"
"19","1","6","2","1","1","N","2","0","5"
"17","1","6","1","1","1","N","2","1","4"
"18","1","6","2","3","0","N","2","2","7"
"10","1","N","1","1","1","N","2","N","1"
"52","1","1","1","1","1","N","2","7","7"
"15","1","6","1","1","1","N","2","7","9"
"10","1","N","2","1","1","N","2","N","3"
"10","1","N","1","1","1","N","2","N","3"
"60","1","1","2","1","1","N","2","4","5"
"19","1","6","2","1","1","N","2","1","5"
"10","1","N","2","1","1","N","2","N","3"
"2","1","N","2","1","1","N","2","N","N"
"18","1","6","2","1","1","N","2","2","9"
"19","1","6","2","1","1","N","2","1","7"
"19","1","6","1","1","1","N","2","0","5"
"18","1","6","2","3","0","N","2","2","7"
"2","1","N","2","1","1","N","2","N","N"
"10","1","N","1","1","1","N","2","N","3"
"60","1","1","2","1","1","N","2","4","5"
"19","1","6","1","1","1","N","2","0","5"
"60","1","1","2","1","1","N","2","4","5"
"51","1","1","2","1","1","N","2","7","5"
"51","1","1","2","1","1","N","2","7","5"
"54","1","4","1","1","1","N","2","9","10"
"60","1","1","2","1","1","N","2","4","5"
