"AGEP","RAC1P","MSP","SEX","HOUSING_TYPE","OWN_RENT","DVET","DEYE","PINCP_DECILE","EDU"
"38","1","6","2","1","1","N","2","2","10"
"19","2","6","1","3","0","N","2","0","7"
"45","1","4","2","1","1","N","2","6","9"
"9","1","N","1","1","1","N","2","N","3"
"40","1","4","2","1","2","N","2","3","7"
"74","1","1","2","1","1","N","2","5","5"
"84","1","1","1","1","1","N","2","8","7"
"18","1","6","2","3","0","N","2","2","7"
"29","1","6","2","1","2","N","2","5","8"
"46","1","1","1","1","1","N","2","9","10"
"63","1","1","1","1","1","N","2","3","8"
"19","1","6","2","3","0","N","2","2","7"
"94","1","3","2","1","2","N","1","0","8"
"60","1","4","2","1","1","N","2","4","5"
"71","1","3","2","1","1","N","2","4","7"
"17","1","6","1","1","1","N","2","1","4"
"21","1","6","1","3","0","N","2","1","7"
"83","1","1","1","1","1","N","2","3","5"
"1","1","N","1","1","1","N","2","N","N"
"40","1","1","1","1","1","N","2","9","10"
"43","6","1","1","1","1","N","2","9","11"
"7","1","N","1","1","1","N","2","N","2"
"7","1","N","1","1","1","N","2","N","2"
"85","1","3","2","1","1","N","1","0","5"
"40","1","1","1","1","2","N","2","9","9"
"34","1","6","2","1","1","N","2","9","9"
"16","1","6","1","1","1","N","2","0","4"
"84","1","1","1","1","1","N","2","8","7"
"69","1","1","2","1","1","N","2","0","5"
"42","1","6","2","1","1","N","2","4","9"
"29","1","6","2","1","2","N","2","6","8"
"52","6","1","1","1","2","N","2","9","12"
"44","1","1","1","1","1","N","2","6","10"
"26","1","6","2","1","2","N","2","4","9"
"59","1","1","2","1","1","N","2","9","9"
"32","1","1","1","1","2","N","2","5","10"
"64","1","1","2","1","1","N","2","9","9"
"80","1","1","2","1","1","N","2","2","5"
"56","1","1","2","1","2","N","2","2","10"
"39","6","2","2","1","1","N","2","5","9"
"75","1","3","2","1","1","N","2","5","6"
"49","1","1","1","1","1","N","2","8","9"
"61","1","4","1","1","1","N","2","3","7"
"48","6","1","1","1","1","N","2","9","12"
"45","1","1","1","1","1","N","2","8","9"
"15","1","6","2","1","1","N","2","1","4"
"57","1","4","2","1","2","N","2","3","5"
"24","1","6","2","1","2","N","2","3","1"
"14","1","N","2","1","1","N","2","N","3"
"48","1","1","2","1","1","N","2","7","12"
"19","1","6","1","3","0","N","2","0","7"
"8","6","N","1","1","2","N","2","N","3"
"31","1","1","1","1","1","N","2","8","9"
"19","1","6","2","3","0","N","2","0","7"
"24","1","6","1","1","1","N","2","3","5"
"69","1","1","2","1","1","N","2","1","8"
"53","1","6","1","1","1","N","2","9","10"
"65","1","1","2","1","1","N","2","8","7"
"40","1","1","2","1","1","N","2","9","9"
"60","6","1","1","1","1","N","2","4","7"
"73","1","3","1","1","1","N","2","4","5"
"21","1","6","2","3","0","N","2","2","7"
"58","1","1","2","1","1","N","2","8","10"
"32","6","6","1","1","1","N","2","9","10"
"35","6","6","1","1","1","N","2","8","9"
"57","1","5","1","1","2","N","2","5","5"
"31","1","6","1","1","1","N","2","7","9"
"64","1","1","2","1","1","N","2","6","10"
"9","1","N","1","1","2","N","2","N","3"
"43","6","6","1","1","1","N","2","7","9"
"7","1","N","1","1","1","N","2","N","3"
"79","1","3","2","1","1","N","2","4","7"
"47","1","4","2","1","1","N","2","1","5"
"7","1","N","2","1","1","N","2","N","3"
"52","6","1","2","1","1","N","2","6","10"
"74","1","3","2","1","1","N","2","4","5"
"58","2","1","1","1","1","N","2","7","9"
"49","1","1","1","1","1","N","2","9","9"
"94","1","3","2","1","2","N","1","0","5"
"70","1","4","1","1","1","N","2","8","9"
"80","1","1","2","1","2","N","2","2","9"
"57","1","1","1","1","1","N","2","5","9"
"32","6","6","2","1","1","N","2","8","9"
"37","1","1","1","1","1","N","2","8","5"
"61","1","1","1","1","1","N","2","7","5"
"22","1","6","1","1","1","N","2","6","7"
"49","1","1","2","1","1","N","2","0","10"
"1","1","N","1","1","1","N","2","N","N"
"72","1","1","2","1","1","N","2","8","9"
"59","1","1","2","1","1","N","2","7","9"
"74","1","1","2","1","1","N","2","5","9"
"23","1","6","1","1","1","N","2","4","5"
"46","1","1","2","1","1","N","2","7","3"
"63","1","1","2","1","1","N","2","4","9"
"74","1","1","2","1","1","N","2","5","7"
"14","1","N","1","1","1","N","2","N","3"
"5","1","N","2","1","1","N","2","N","2"
"77","1","1","1","1","1","N","2","0","9"
"65","1","1","2","1","1","N","2","6","9"
"52","1","6","1","2","0","N","2","0","7"
"40","1","2","2","1","1","N","2","3","12"
"19","1","6","2","3","0","N","2","1","7"
"94","2","2","2","1","2","N","2","3","5"
"15","1","6","2","1","2","N","2","0","4"
"72","1","1","1","1","1","N","2","3","5"
"59","1","4","2","1","1","N","2","9","10"
"84","1","1","2","1","1","N","2","6","5"
"62","1","4","1","1","2","N","2","8","9"
"66","1","6","2","1","1","N","2","8","12"
"24","1","6","1","1","1","N","2","6","5"
"69","1","4","2","1","1","N","2","1","8"
"40","1","1","2","1","1","N","2","4","9"
"11","1","N","2","1","1","N","2","N","3"
"47","1","1","2","1","1","N","2","6","9"
"39","1","1","1","1","2","N","2","5","9"
"39","1","1","2","1","1","N","2","0","9"
"24","6","6","1","1","1","N","2","6","9"
"69","1","4","2","1","1","N","2","5","10"
"64","1","1","2","1","1","N","2","7","5"
"12","1","N","1","1","2","N","2","N","3"
"11","1","N","2","1","1","N","2","N","3"
"63","1","4","2","1","1","N","2","3","7"
"65","1","1","1","1","1","N","2","9","10"
"58","1","1","2","1","1","N","2","6","5"
"75","1","1","2","1","1","N","2","0","10"
"61","1","6","2","1","1","N","2","7","7"
"19","1","6","2","3","0","N","2","2","7"
"46","2","6","2","1","1","N","2","6","5"
"43","6","1","1","1","1","N","2","9","10"
"69","1","3","1","1","1","N","2","7","7"
"69","6","1","1","1","1","N","2","1","7"
"18","1","6","2","1","1","N","2","2","4"
"47","1","1","2","1","1","N","2","8","9"
"2","1","N","1","1","1","N","2","N","N"
"72","1","1","1","1","1","N","2","1","9"
"70","1","4","1","1","1","N","2","8","9"
"54","1","1","2","1","1","N","2","6","5"
"54","1","1","1","1","1","N","2","8","12"
"20","1","6","2","3","0","N","2","1","5"
"15","1","6","2","1","1","N","2","0","4"
"36","1","1","1","1","1","N","2","7","8"
"65","1","1","1","1","1","N","2","6","7"
"16","1","6","2","1","1","N","2","1","4"
"19","1","6","2","1","1","N","2","2","7"
"81","1","1","1","1","2","N","2","3","5"
"89","6","3","1","1","1","N","2","4","5"
"70","1","4","2","1","2","N","2","4","9"
"9","1","N","1","1","1","N","2","N","3"
"73","1","4","2","1","1","N","2","4","7"
"64","1","6","1","1","2","N","2","4","9"
"74","1","1","1","1","1","N","2","3","7"
"52","1","5","2","1","1","N","2","5","7"
"55","1","1","2","1","2","N","2","2","8"
"64","1","1","1","1","1","N","2","0","9"
"65","1","6","1","1","1","N","2","6","5"
"10","1","N","2","1","1","N","2","N","3"
"65","8","1","1","1","1","N","2","1","7"
"50","1","6","2","1","1","N","2","9","9"
"83","1","1","2","1","1","N","2","1","10"
"33","1","1","2","1","2","N","2","9","9"
"62","1","1","1","1","1","N","2","9","7"
"53","1","4","2","1","1","N","2","3","9"
"30","1","1","1","1","1","N","2","4","9"
"63","1","1","1","1","1","N","2","1","9"
"46","1","4","2","1","2","N","2","5","8"
"67","1","1","2","1","1","N","2","9","9"
"45","1","4","2","1","1","N","2","3","10"
"73","1","3","2","1","1","N","2","7","5"
"17","1","2","2","1","2","N","2","0","4"
"33","1","6","1","1","1","N","2","9","10"
"3","1","N","1","1","2","N","2","N","2"
"0","1","N","2","1","1","N","2","N","N"
"21","1","6","2","3","0","N","2","1","5"
"49","1","1","2","1","1","N","2","0","9"
"65","1","1","2","1","1","N","2","9","11"
"17","1","6","1","1","1","N","2","0","4"
"13","1","N","1","1","1","N","2","N","3"
"55","1","6","1","1","2","N","2","6","5"
"40","1","1","1","1","1","N","2","9","9"
"61","2","6","1","1","1","N","2","3","4"
"48","1","1","2","1","1","N","2","9","9"
"69","1","6","2","1","1","N","2","1","9"
"4","1","N","1","1","1","N","2","N","2"
"7","1","N","1","1","1","N","2","N","3"
"69","1","1","1","1","1","N","2","0","10"
"27","1","6","2","1","1","N","2","5","9"
"70","1","1","2","1","1","N","2","3","7"
"19","1","6","1","3","0","N","2","1","7"
"40","1","2","2","1","1","N","2","3","9"
"29","1","6","2","1","1","N","2","0","9"
"18","1","3","2","1","2","N","2","2","4"
"38","1","1","2","1","1","N","2","7","10"
"58","2","1","1","1","1","N","2","8","9"
"45","1","4","1","1","1","N","2","9","10"
"19","1","6","2","1","1","N","2","1","7"
"4","1","N","2","1","1","N","2","N","1"
"51","1","4","2","1","1","N","2","8","9"
"57","1","6","2","1","1","N","2","3","9"
"76","1","1","2","1","1","N","2","5","7"
"60","6","1","1","1","1","N","2","8","5"
"63","1","4","2","1","2","N","2","2","7"
"78","1","4","1","1","1","N","2","3","5"
"94","1","2","2","2","0","N","2","0","9"
"82","1","3","2","1","2","N","1","4","5"
"75","1","1","2","1","1","N","2","4","5"
"31","1","6","1","1","1","N","2","8","10"
"41","1","1","2","1","2","N","2","8","9"
"82","1","3","2","1","2","N","2","4","5"
"65","1","1","1","1","1","N","2","6","7"
"64","9","1","2","1","1","N","2","6","7"
"76","1","4","2","1","1","N","2","6","7"
"49","1","1","1","1","1","N","2","9","10"
"76","1","1","1","1","1","N","2","6","7"
"40","1","1","2","1","1","N","2","4","9"
"49","1","1","1","1","1","N","2","9","9"
"5","9","N","2","1","1","N","2","N","2"
"15","1","6","2","1","1","N","2","1","4"
"48","1","1","2","1","2","N","2","3","9"
"36","1","1","2","1","2","N","2","6","9"
"36","1","1","2","1","1","N","2","0","10"
"24","1","6","2","1","1","N","2","1","1"
"71","1","1","2","1","1","N","2","3","10"
"43","1","1","1","1","1","N","2","7","10"
"82","1","3","2","1","2","N","2","4","8"
"21","1","6","1","1","2","N","2","3","7"
"58","1","1","1","1","1","N","2","9","10"
"52","1","1","1","1","1","N","2","9","10"
"94","1","3","2","2","0","N","2","2","5"
"16","1","6","1","1","1","N","2","1","4"
"22","1","6","2","1","1","N","2","1","7"
"19","1","6","2","1","2","N","2","0","5"
"41","1","1","2","1","1","N","2","5","8"
"50","1","1","2","1","1","N","2","7","10"
"69","6","4","2","1","1","N","2","6","7"
"46","1","1","1","1","1","N","2","7","10"
"94","1","3","1","2","0","N","2","0","5"
"94","1","3","2","2","0","N","2","2","5"
"18","1","6","1","3","0","N","2","1","4"
"19","1","6","2","3","0","N","2","2","7"
"61","1","1","2","1","1","N","2","5","8"
"65","8","1","1","1","1","N","2","1","7"
"64","1","1","2","1","1","N","2","2","8"
"51","1","1","1","1","1","N","2","9","10"
"75","1","1","2","1","2","N","2","3","8"
"65","1","6","2","1","1","N","2","6","9"
"4","1","N","1","1","2","N","2","N","1"
"12","1","N","2","1","1","N","2","N","3"
"22","1","6","2","1","2","N","2","2","9"
"28","1","6","2","1","2","N","2","7","10"
"59","1","1","1","1","1","N","2","9","11"
"44","1","1","1","1","1","N","2","7","7"
"23","1","6","2","1","2","N","2","4","7"
"5","1","N","1","1","1","N","2","N","1"
"34","1","6","2","1","1","N","2","6","7"
