,feature,divergence
22,PWGTP,1.0427231055722674
23,WGTP,1.0362147481902957
1,AGEP,0.7577053179583261
14,PINCP,0.43247077383124755
11,INDP,0.4274792494946398
15,PINCP_DECILE,0.4144001890680276
16,POVPIP,0.21565406647970647
12,INDP_CAT,0.2012183319312404
13,EDU,0.17338681137194756
7,NPF,0.1385845780275009
3,MSP,0.05917294127863777
0,PUMA,0.04195926063480282
6,NOC,0.03973999078036661
9,OWN_RENT,0.020730365047184826
10,DENSITY,0.018500596986463336
5,RAC1P,0.011581673599219432
21,DEAR,0.007609041504474473
4,HISP,0.00690112368788542
19,DPHY,0.005767366584776973
2,SEX,0.004985848301695461
17,DVET,0.003881653761886861
18,DREM,0.0018819178566563538
8,HOUSING_TYPE,0.0015880492761917338
20,DEYE,0.0011328168391977478
