,AGEP_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,56,1,4,0,N,1,7,97,48-02507,1,1,44,0,N,2,45,40.0
1,14,1,N,3,5,1,N,395,48-02507,9,2,13,2,3,N,137,20.0
2,33,0,2,N,N,0,2,N,48-02515,2,1,54,N,N,0,0,40.0
3,37,1,1,3,5,2,8,120,48-02101,9,1,42,3,5,5,317,40.0
4,27,0,6,1,6,2,6,4,48-02101,6,1,33,0,2,6,501,20.0
5,50,1,3,0,N,2,4,222,48-02102,1,2,84,0,3,2,501,20.0
6,64,4,1,3,4,2,6,166,48-02102,8,2,78,0,2,2,131,0.0
7,61,1,1,0,2,2,6,106,48-02507,8,1,26,1,3,2,162,0.0
8,61,1,1,0,3,1,7,259,48-02515,9,1,88,0,2,3,111,20.0
9,44,0,4,0,N,1,7,241,48-02515,9,1,64,0,N,7,418,60.0
10,39,4,6,0,3,1,0,501,48-02101,1,1,18,0,2,0,164,40.0
11,40,0,2,N,N,0,3,N,48-02515,2,2,30,N,N,4,N,60.0
12,48,0,1,1,2,2,4,104,48-02102,9,1,36,2,4,4,147,20.0
13,0,2,N,1,3,1,N,158,48-02516,8,1,4,3,5,N,261,20.0
14,21,0,6,0,4,1,4,481,48-02102,3,1,20,0,3,0,501,20.0
15,54,1,4,0,2,1,7,334,48-02516,1,1,49,1,2,7,364,40.0
16,37,1,1,2,5,2,4,275,48-02510,8,1,35,3,5,6,340,20.0
17,9,2,N,0,3,2,N,244,48-02516,1,2,3,1,2,N,189,20.0
18,72,1,2,0,N,2,3,346,48-02101,1,2,25,0,N,0,0,40.0
19,16,0,6,0,N,2,3,91,48-02516,9,2,48,0,2,6,366,20.0
20,76,0,4,0,2,1,8,309,48-02516,2,1,46,2,3,4,113,0.0
21,42,0,4,0,N,2,6,501,48-02515,2,1,57,0,N,1,0,40.0
22,37,0,1,2,8,1,8,501,48-02510,8,1,46,0,3,4,227,0.0
23,16,4,6,2,8,1,4,194,48-02102,1,2,20,0,4,2,406,0.0
24,2,2,5,0,N,2,5,458,48-02507,1,2,38,2,3,5,136,20.0
25,37,0,1,2,4,2,8,131,48-02510,3,2,25,1,3,0,154,0.0
26,33,1,2,0,N,2,6,302,48-02516,1,2,29,0,4,3,501,20.0
27,27,0,6,N,N,0,1,75,48-02510,2,2,60,N,N,0,N,40.0
28,45,0,4,N,N,0,2,N,48-02515,9,2,39,N,N,0,N,60.0
29,16,1,6,2,4,1,1,501,48-02510,8,2,65,0,N,9,501,20.0
30,14,4,N,3,6,2,N,334,48-02515,1,2,6,2,4,N,321,20.0
31,19,4,6,0,8,1,3,378,48-02515,8,1,47,0,N,9,501,20.0
32,63,0,3,0,3,1,9,241,48-02510,6,2,50,0,3,7,252,40.0
33,88,0,4,0,N,1,3,501,48-02507,9,2,66,0,N,6,398,40.0
34,15,1,6,1,3,1,2,182,48-02507,9,2,16,2,3,0,137,20.0
35,52,0,4,1,2,1,1,145,48-02507,6,2,64,0,2,1,355,40.0
36,46,0,4,N,N,0,9,73,48-02507,1,1,59,N,N,3,85,40.0
37,24,0,2,N,N,0,0,N,48-02507,1,2,85,N,N,4,148,40.0
38,32,1,1,3,5,2,5,189,48-02507,8,2,26,1,3,4,162,0.0
39,9,0,2,0,3,2,4,114,48-02101,2,2,63,0,N,4,176,40.0
40,71,1,4,0,2,1,7,198,48-02515,8,1,42,0,2,7,487,60.0
41,4,1,4,0,N,2,4,209,48-02507,1,1,33,0,N,7,382,40.0
42,58,1,4,0,N,2,7,501,48-02515,8,1,30,0,N,4,183,40.0
43,58,2,1,0,2,1,6,302,48-02516,8,1,45,3,5,6,261,20.0
44,66,2,1,0,2,2,4,501,48-02516,1,1,48,0,2,9,501,60.0
45,51,0,4,0,2,2,1,147,48-02102,2,2,53,1,3,5,156,0.0
46,62,1,2,0,3,1,7,375,48-02516,1,1,45,0,N,8,501,20.0
47,73,1,3,0,N,1,6,501,48-02101,8,1,66,0,N,5,242,40.0
48,0,0,N,2,3,2,N,211,48-02507,9,2,4,3,4,N,89,20.0
49,40,0,6,N,N,0,0,N,48-02102,6,2,21,N,N,2,N,60.0
50,74,1,1,0,2,2,8,256,48-02515,2,2,25,0,2,0,326,40.0
51,25,4,6,0,8,1,2,501,48-02507,8,1,30,2,8,5,201,20.0
52,82,0,3,0,2,1,6,259,48-02507,6,1,65,0,5,1,214,20.0
53,62,0,4,0,4,1,7,351,48-02510,6,2,56,0,4,8,501,40.0
54,58,1,6,0,5,2,0,172,48-02507,9,1,19,0,2,3,276,20.0
55,81,1,2,N,N,0,1,3,48-02102,1,2,76,N,N,2,N,40.0
56,36,0,1,2,4,1,6,501,48-02102,3,1,49,0,3,8,501,20.0
57,57,0,3,0,N,2,6,249,48-02507,2,1,78,0,2,4,310,20.0
58,70,1,3,0,N,2,3,190,48-02515,1,2,75,0,N,3,122,60.0
59,18,0,6,3,5,1,0,501,48-02102,3,2,18,1,4,0,455,40.0
60,60,0,6,N,N,0,2,N,48-02515,2,2,24,N,N,3,N,60.0
61,17,1,6,0,2,1,2,501,48-02101,9,2,21,1,6,4,501,20.0
62,75,1,4,0,N,2,8,85,48-02516,1,2,36,2,4,8,271,20.0
63,58,0,3,0,N,1,3,413,48-02102,9,2,72,0,N,5,213,40.0
64,67,0,1,0,2,2,5,399,48-02515,2,1,27,0,2,7,326,40.0
65,40,1,2,N,N,0,1,152,48-02515,1,2,92,N,N,2,N,40.0
66,55,4,1,0,2,2,4,218,48-02515,8,1,22,0,2,7,439,40.0
67,13,1,N,3,5,2,N,397,48-02507,2,2,3,2,4,N,317,20.0
68,43,0,3,11,N,2,4,211,48-02516,2,2,62,0,N,3,80,20.0
69,72,1,4,0,3,1,3,245,48-02507,8,1,49,0,N,7,381,20.0
70,24,1,6,1,3,2,4,501,48-02507,8,1,15,2,3,0,131,20.0
71,72,2,1,0,3,1,8,501,48-02102,1,1,27,0,5,2,501,40.0
72,51,1,2,0,N,1,7,501,48-02515,1,1,79,2,8,2,501,20.0
73,23,0,6,0,N,1,2,353,48-02510,8,2,29,0,6,4,501,20.0
74,51,0,1,1,5,2,6,244,48-02510,9,2,31,1,3,7,501,20.0
75,43,1,N,3,6,1,N,501,48-02507,9,1,3,1,3,N,365,20.0
76,78,0,6,0,N,1,9,501,48-02102,6,1,33,0,N,6,332,40.0
77,5,1,N,2,6,2,4,190,48-02101,9,2,14,2,3,N,330,20.0
78,72,1,3,N,N,0,3,N,48-02510,1,2,92,N,N,0,N,60.0
79,11,0,4,0,2,1,9,74,48-02507,6,1,41,0,2,8,501,40.0
80,7,1,N,3,5,2,N,501,48-02102,2,2,10,2,5,N,393,40.0
81,8,0,N,0,2,1,N,501,48-02515,6,2,1,1,3,N,501,40.0
82,70,2,4,0,2,1,0,91,48-02507,1,2,44,0,N,0,0,40.0
83,63,0,3,0,2,1,0,257,48-02510,2,2,61,0,N,9,501,20.0
84,35,0,1,3,5,2,9,10,48-02510,6,1,33,1,3,8,501,0.0
